UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_006,LEO,1875.21,7.311,4.486,-84.188,0.01008903,627.122,13.49,53.44,-311.5,6.2507,5.91,1.66,50.702,1.93
UE_007,LEO,2416.28,7.635,4.172,-84.378,0.01001621,602.309,17.02,20.13,26.6,8.0543,0.0,0.0,49.601,1.85
UE_008,LEO,1510.93,9.583,5.432,-80.516,0.00105826,704.527,10.87,2.09,-204.4,5.0364,0.0,0.0,54.013,2.17
UE_009,LEO,1869.65,10.257,7.038,-79.678,0.00105553,844.439,12.86,14.15,-114.7,6.2322,0.0,0.0,59.632,2.6
UE_010,LEO,2160.87,10.145,6.855,-80.498,0.00103796,828.03,15.1,2.51,408.0,7.2029,0.0,0.0,58.993,2.55
UE_011,LEO,1844.1,8.392,2.823,-82.358,0.010194,501.752,12.5,36.37,-419.6,6.147,0.0,0.0,44.882,1.54
UE_012,LEO,1655.61,7.873,6.165,-83.199,0.00104879,767.149,11.59,6.92,-290.8,5.5187,0.0,0.0,56.578,2.36
UE_013,LEO,1531.99,7.185,3.404,-81.398,0.01008449,543.854,10.58,31.93,79.2,5.1066,0.0,0.0,46.913,1.67
UE_014,LEO,1494.75,7.167,2.075,-82.504,0.01005483,450.272,10.82,20.1,-419.6,4.9825,0.0,0.0,42.263,1.39
UE_015,LEO,1451.84,10.97,7.911,-78.659,0.00102242,924.391,9.91,1.45,321.8,4.8395,0.0,0.0,62.688,2.84
UE_016,LEO,1339.82,8.372,4.226,-81.061,0.01011875,606.53,9.36,25.57,428.6,4.4661,0.0,0.0,49.79,1.87
UE_017,LEO,1404.18,9.973,6.187,-80.54,0.00107206,769.096,10.17,4.58,-110.7,4.6806,0.0,0.0,56.656,2.37
UE_018,LEO,1447.25,10.892,8.652,-80.494,0.00103883,994.089,10.5,2.09,1.1,4.8242,0.0,0.0,65.284,3.06
UE_019,LEO,1923.81,7.574,3.77,-81.205,0.01005496,571.369,13.13,35.36,-446.3,6.4127,0.0,0.0,48.196,1.76
UE_000,LEO,1994.97,-9.334,-10.828,-89.502,0.10000873,37.227,13.36,48.95,271.4,6.6499,31.87,15.17,0.0,0.11
UE_001,LEO,1867.16,9.815,5.446,-80.996,0.00101443,705.633,12.78,9.4,-329.8,6.2239,0.0,0.0,54.059,2.17
UE_002,LEO,1705.35,8.45,2.171,-81.26,0.01008343,456.7,11.63,6.07,-166.0,5.6845,0.0,0.0,42.599,1.41
UE_003,LEO,1369.73,13.095,10.665,-80.033,0.00016114,1190.03,9.33,0.21,-321.2,4.5658,0.0,0.0,72.328,3.66
UE_004,LEO,2006.25,9.235,3.358,-80.972,0.01008803,540.486,14.16,24.18,-367.2,6.6875,0.0,0.0,46.754,1.66
UE_005,LEO,2142.47,8.964,3.88,-81.185,0.01001698,579.72,15.17,25.58,35.9,7.1416,0.0,0.0,48.579,1.78
UE_006,LEO,1601.13,5.169,2.363,-83.782,0.01007048,469.676,10.84,48.62,-327.6,5.3371,5.91,1.42,43.269,1.45
UE_007,LEO,1672.34,12.674,9.927,-80.813,0.00103466,1117.12,12.0,2.39,-328.6,5.5745,0.0,0.0,69.743,3.44
UE_008,LEO,1299.88,10.599,5.685,-80.345,0.00101916,725.904,8.98,7.18,365.3,4.3329,0.0,0.0,54.899,2.23
UE_009,LEO,1607.9,7.193,4.573,-81.287,0.0101508,634.006,10.99,29.02,442.5,5.3597,0.0,0.0,51.004,1.95
UE_010,LEO,2407.93,7.367,5.869,-84.375,0.00103562,741.54,17.02,3.66,349.5,8.0264,0.0,0.0,55.54,2.28
UE_011,LEO,1779.58,9.538,3.99,-79.307,0.01007746,588.228,12.59,40.75,412.3,5.9319,0.0,0.0,48.966,1.81
UE_012,LEO,2516.61,5.089,1.618,-85.431,0.01007511,420.4,16.94,10.56,-440.3,8.3887,0.0,0.0,40.661,1.29
UE_013,LEO,1289.31,7.021,3.05,-84.567,0.01003203,517.964,8.62,26.44,-295.9,4.2977,0.0,0.0,45.674,1.59
UE_014,LEO,2270.99,10.371,5.732,-81.678,0.00100312,729.862,15.3,17.96,229.6,7.57,0.0,0.0,55.062,2.25
UE_015,LEO,2116.77,11.704,9.081,-80.248,0.00115956,1035.056,14.36,2.8,-301.6,7.0559,0.0,0.0,66.784,3.18
UE_016,LEO,1597.85,8.398,5.031,-81.778,0.00114056,671.231,11.49,7.32,-317.5,5.3262,0.0,0.0,52.61,2.07
UE_017,LEO,1240.0,10.5,4.826,-79.573,0.01002126,654.42,8.59,30.71,-363.5,4.1333,0.0,0.0,51.89,2.01
UE_018,LEO,2564.97,6.792,2.211,-82.665,0.01005521,459.387,17.54,57.36,-116.7,8.5499,0.0,0.0,42.739,1.41
UE_019,LEO,2176.67,10.559,8.403,-81.956,0.00111222,970.463,15.14,0.56,411.1,7.2556,0.0,0.0,64.41,2.99
UE_000,LEO,2090.19,-8.912,-12.172,-88.858,0.10008021,27.605,14.57,21.72,-178.9,6.9673,31.87,15.9,0.0,0.08
UE_001,LEO,1686.04,10.208,4.792,-82.047,0.01028391,651.653,11.68,24.75,-110.5,5.6201,0.0,0.0,51.771,2.01
UE_002,LEO,1563.73,-6.691,-10.735,-88.829,0.10002215,38.009,11.27,23.57,418.6,5.2124,37.62,14.7,0.0,0.12
UE_003,LEO,1856.88,8.521,4.832,-81.535,0.01007659,654.932,13.33,30.76,23.6,6.1896,0.0,0.0,51.912,2.02
UE_004,LEO,1212.79,8.018,4.318,-81.058,0.01004151,613.776,8.32,5.39,178.8,4.0426,0.0,0.0,50.112,1.89
UE_005,LEO,1723.1,9.881,7.696,-81.164,0.00103933,904.489,11.88,4.62,236.4,5.7437,0.0,0.0,61.936,2.78
UE_006,LEO,1428.58,8.707,5.167,-81.522,0.00107098,682.422,9.9,0.67,-435.8,4.7619,5.91,1.27,53.085,2.1
UE_007,LEO,1568.17,11.402,7.851,-79.337,0.0010237,918.796,11.22,5.23,208.3,5.2272,0.0,0.0,62.477,2.83
UE_008,LEO,2473.94,8.043,3.852,-82.375,0.01007675,577.636,16.78,45.12,-432.0,8.2465,0.0,0.0,48.483,1.78
UE_009,LEO,2332.33,8.975,7.103,-82.427,0.00105759,850.302,15.73,7.06,239.6,7.7744,0.0,0.0,59.859,2.62
UE_010,LEO,1605.43,6.805,2.66,-83.044,0.01001131,490.225,10.98,38.63,-337.4,5.3514,0.0,0.0,44.309,1.51
UE_011,LEO,1462.91,8.967,1.959,-81.905,0.01003056,442.604,10.29,15.04,53.4,4.8764,0.0,0.0,41.858,1.36
UE_012,LEO,1343.18,10.864,7.166,-78.889,0.00119116,856.027,9.68,0.11,429.1,4.4773,0.0,0.0,60.081,2.63
UE_013,LEO,1525.93,9.237,4.732,-81.302,0.01000654,646.833,10.51,21.83,358.7,5.0864,0.0,0.0,51.562,1.99
UE_014,LEO,2319.25,7.965,2.106,-82.223,0.01007603,452.344,16.25,22.83,-5.9,7.7308,0.0,0.0,42.372,1.39
UE_015,LEO,2380.96,7.502,4.664,-82.082,0.01004174,641.349,16.65,8.85,-137.9,7.9365,0.0,0.0,51.324,1.97
UE_016,LEO,1858.21,9.39,5.216,-82.216,0.00112187,686.439,13.21,6.03,423.0,6.194,0.0,0.0,53.255,2.11
UE_017,LEO,2359.55,8.69,3.1,-81.787,0.01000723,521.626,15.98,46.65,319.5,7.8652,0.0,0.0,45.852,1.61
UE_018,LEO,1820.15,6.376,2.597,-81.461,0.01008862,485.836,12.6,46.63,-450.3,6.0672,0.0,0.0,44.089,1.49
UE_019,LEO,1929.59,8.326,4.57,-82.131,0.01013566,633.768,13.55,21.85,-50.9,6.432,0.0,0.0,50.993,1.95
UE_000,LEO,1652.29,8.694,5.926,-80.507,0.00107774,746.454,11.95,2.5,-324.1,5.5076,0.0,0.0,55.74,2.3
UE_001,LEO,1929.3,6.795,4.911,-83.443,0.01007499,661.394,13.06,52.93,454.0,6.431,0.0,0.0,52.19,2.04
UE_002,LEO,2409.12,-15.122,-20.443,-94.833,0.10000984,4.215,16.69,22.52,451.9,8.0304,37.62,22.64,0.0,0.01
UE_003,LEO,1434.3,7.864,3.183,-81.948,0.01006354,527.59,10.35,5.48,431.7,4.781,0.0,0.0,46.139,1.62
UE_004,LEO,1258.79,12.77,9.77,-77.918,0.00106809,1101.764,8.99,2.64,-416.8,4.196,0.0,0.0,69.194,3.39
UE_005,LEO,1719.96,8.473,3.475,-80.693,0.01012719,549.149,11.56,38.41,239.3,5.7332,0.0,0.0,47.162,1.69
UE_006,LEO,2503.19,5.253,1.864,-83.43,0.0100338,436.364,16.75,39.81,-8.8,8.344,5.91,2.22,41.525,1.34
UE_007,LEO,2181.86,9.362,5.366,-80.7,0.00116384,698.977,14.78,7.99,-443.0,7.2729,0.0,0.0,53.781,2.15
UE_008,LEO,2574.35,7.368,3.473,-84.674,0.01005149,548.97,17.97,28.69,-449.3,8.5812,0.0,0.0,47.154,1.69
UE_009,LEO,1470.15,8.341,5.306,-84.028,0.00113196,693.964,9.94,10.51,-407.8,4.9005,0.0,0.0,53.571,2.14
UE_010,LEO,2458.13,8.475,3.997,-82.412,0.01000842,588.776,16.68,42.64,42.6,8.1938,0.0,0.0,48.991,1.81
UE_011,LEO,1465.69,9.522,5.002,-81.508,0.00118364,668.817,10.5,9.75,404.8,4.8856,0.0,0.0,52.507,2.06
UE_012,LEO,1585.45,7.736,4.132,-82.525,0.01007211,599.221,11.12,8.72,-387.6,5.2848,0.0,0.0,49.462,1.84
UE_013,LEO,1417.04,9.428,6.937,-81.883,0.00104877,835.344,9.81,2.02,418.8,4.7235,0.0,0.0,59.278,2.57
UE_014,LEO,1201.01,10.232,5.724,-80.893,0.0010307,729.172,8.19,0.99,-321.2,4.0034,0.0,0.0,55.033,2.24
UE_015,LEO,1226.21,10.234,8.21,-81.855,0.00109823,952.296,8.41,1.02,-331.6,4.0874,0.0,0.0,63.734,2.93
UE_016,LEO,2209.4,7.269,3.629,-80.016,0.0100716,560.651,15.12,33.3,-384.8,7.3647,0.0,0.0,47.7,1.73
UE_017,LEO,1896.57,7.855,2.792,-81.677,0.01002636,499.526,12.97,39.61,-144.1,6.3219,0.0,0.0,44.772,1.54
UE_018,LEO,1354.65,11.798,6.372,-82.488,0.00104959,785.206,9.87,10.92,-62.9,4.5155,0.0,0.0,57.302,2.42
UE_019,LEO,1381.68,9.318,6.052,-80.664,0.00101825,757.352,9.7,16.36,-310.2,4.6056,0.0,0.0,56.182,2.33
UE_000,LEO,1338.26,5.42,2.992,-83.046,0.01010902,513.763,9.58,33.39,-186.4,4.4609,0.0,0.0,45.47,1.58
UE_001,LEO,2181.84,6.547,1.577,-82.616,0.01006263,417.809,15.15,8.83,458.2,7.2728,0.0,0.0,40.519,1.29
UE_002,LEO,2502.3,-15.141,-22.996,-94.427,0.10011261,2.346,17.57,9.32,446.8,8.341,37.62,23.52,0.0,0.01
UE_003,LEO,2321.43,7.459,3.921,-81.473,0.01018593,582.858,16.41,27.46,171.3,7.7381,0.0,0.0,48.722,1.79
UE_004,LEO,1716.7,8.913,5.471,-79.687,0.00104818,707.788,11.71,6.61,-433.6,5.7223,0.0,0.0,54.149,2.18
UE_005,LEO,1256.91,13.233,10.514,-80.559,0.00013354,1175.022,9.32,18.96,182.3,4.1897,0.0,0.0,71.799,3.62
UE_006,LEO,2544.82,5.331,3.509,-84.708,0.01005199,551.688,17.5,15.23,265.1,8.4827,5.91,2.25,47.282,1.7
UE_007,LEO,1936.67,11.211,7.631,-80.118,0.00100086,898.483,13.09,4.73,454.3,6.4556,0.0,0.0,61.708,2.76
UE_008,LEO,2248.87,9.865,4.255,-81.464,0.01011309,608.816,15.63,24.33,233.4,7.4962,0.0,0.0,49.892,1.87
UE_009,LEO,1842.21,7.306,2.396,-82.432,0.01015101,471.936,12.45,14.74,-389.6,6.1407,0.0,0.0,43.385,1.45
UE_010,LEO,1762.18,9.279,6.645,-80.287,0.00105468,809.287,12.75,1.36,383.8,5.8739,0.0,0.0,58.257,2.49
UE_011,LEO,1820.22,8.664,2.121,-81.504,0.01021962,453.313,13.13,22.53,361.5,6.0674,0.0,0.0,42.422,1.39
UE_012,LEO,1720.41,9.576,6.518,-80.137,0.00102107,798.091,12.2,0.75,-447.2,5.7347,0.0,0.0,57.814,2.46
UE_013,LEO,2051.78,9.802,6.001,-79.467,0.00106219,752.938,14.44,2.33,-176.4,6.8393,0.0,0.0,56.004,2.32
UE_014,LEO,2496.61,7.506,1.618,-81.249,0.01002868,420.447,17.09,26.44,462.0,8.322,0.0,0.0,40.664,1.29
UE_015,LEO,2216.84,9.116,5.825,-81.502,0.00104936,737.786,15.3,1.94,-49.1,7.3895,0.0,0.0,55.387,2.27
UE_016,LEO,2590.78,10.474,6.745,-79.824,0.00109001,818.192,17.49,0.27,438.7,8.6359,0.0,0.0,58.607,2.52
UE_017,LEO,2398.01,7.554,2.03,-83.582,0.01010797,447.296,16.68,19.9,62.7,7.9934,0.0,0.0,42.106,1.38
UE_018,LEO,1975.13,5.309,2.208,-83.944,0.01009666,459.151,13.32,7.04,-157.7,6.5838,0.0,0.0,42.727,1.41
UE_019,LEO,1697.92,8.785,5.149,-79.514,0.00115119,680.91,11.9,20.47,342.5,5.6597,0.0,0.0,53.021,2.1
UE_000,LEO,1526.19,10.493,6.383,-79.994,0.00115293,786.15,10.57,0.46,-409.8,5.0873,0.0,0.0,57.339,2.42
UE_001,LEO,2485.03,6.969,3.155,-81.006,0.01006056,525.595,17.36,14.34,-459.8,8.2834,0.0,0.0,46.043,1.62
UE_002,LEO,2355.99,-13.58,-19.01,-94.274,0.10002085,5.852,16.61,37.14,-427.9,7.8533,37.62,22.14,0.0,0.02
UE_003,LEO,1620.55,10.883,6.355,-81.614,0.00101263,783.766,10.88,1.71,-442.4,5.4018,0.0,0.0,57.244,2.41
UE_004,LEO,1278.29,9.045,4.365,-79.828,0.01007185,617.532,9.34,27.49,-424.0,4.261,0.0,0.0,50.279,1.9
UE_005,LEO,2414.96,6.855,0.615,-82.279,0.01000672,359.356,16.75,37.52,-336.7,8.0499,0.0,0.0,37.151,1.11
UE_006,LEO,1216.01,7.644,3.752,-80.645,0.01000327,569.96,8.41,7.22,-416.3,4.0534,5.91,1.08,48.131,1.75
UE_007,LEO,1955.9,8.527,4.633,-80.342,0.01010452,638.82,13.26,7.73,367.1,6.5197,0.0,0.0,51.214,1.97
UE_008,LEO,2224.21,7.373,2.204,-84.035,0.01009161,458.896,15.42,32.26,286.2,7.414,0.0,0.0,42.713,1.41
UE_009,LEO,1510.92,10.938,8.698,-79.594,0.00105891,998.458,10.2,1.74,427.6,5.0364,0.0,0.0,65.444,3.07
UE_010,LEO,1315.56,12.566,8.164,-79.036,0.00111537,948.024,9.17,4.7,-186.8,4.3852,0.0,0.0,63.575,2.92
UE_011,LEO,1319.11,10.637,7.193,-80.882,0.0011767,858.512,8.92,2.03,-4.9,4.397,0.0,0.0,60.177,2.64
UE_012,LEO,1388.82,11.164,8.356,-78.47,0.00110251,966.031,9.91,3.66,-158.4,4.6294,0.0,0.0,64.246,2.97
UE_013,LEO,1474.54,6.527,2.444,-82.719,0.01013441,475.267,10.08,8.87,-292.8,4.9151,0.0,0.0,43.555,1.46
UE_014,LEO,2287.48,6.155,0.31,-84.022,0.0100108,342.007,15.34,41.27,411.8,7.6249,0.0,0.0,36.083,1.05
UE_015,LEO,1792.96,7.777,5.095,-81.462,0.00105818,676.42,12.55,7.3,367.6,5.9765,0.0,0.0,52.831,2.08
UE_016,LEO,1233.89,10.81,5.985,-80.318,0.00111955,751.592,8.84,5.2,399.2,4.113,0.0,0.0,55.949,2.31
UE_017,LEO,2586.22,10.13,2.637,-80.839,0.01003239,488.651,17.29,49.18,164.4,8.6207,0.0,0.0,44.23,1.5
UE_018,LEO,1479.56,9.273,5.468,-80.967,0.00118084,707.551,10.72,0.72,313.3,4.9319,0.0,0.0,54.139,2.18
UE_019,LEO,1357.32,11.354,8.0,-82.695,0.00120421,932.699,9.98,0.56,145.5,4.5244,0.0,0.0,63.001,2.87
UE_000,LEO,2416.25,9.065,6.426,-81.042,0.0011108,789.95,16.8,0.39,-417.3,8.0542,0.0,0.0,57.491,2.43
UE_001,LEO,1355.79,8.957,4.552,-82.208,0.01014327,632.398,9.25,34.05,133.7,4.5193,0.0,0.0,50.934,1.95
UE_002,LEO,1485.32,-4.299,-8.713,-87.634,0.10008199,59.161,10.39,44.42,-64.1,4.9511,37.62,13.96,4.503,0.18
UE_003,LEO,1397.89,10.208,6.675,-80.056,0.00113575,811.991,9.9,2.08,-413.2,4.6596,0.0,0.0,58.363,2.5
UE_004,LEO,2128.94,8.581,4.417,-80.946,0.01005113,621.606,14.48,47.62,123.5,7.0965,0.0,0.0,50.459,1.91
UE_005,LEO,2065.15,10.191,6.513,-80.552,0.00108718,797.585,13.78,20.22,149.5,6.8838,0.0,0.0,57.794,2.45
UE_006,LEO,1744.1,7.051,4.898,-82.59,0.01003849,660.31,12.29,51.67,445.6,5.8137,5.91,1.55,52.143,2.03
UE_007,LEO,1226.71,11.192,8.068,-81.073,0.00100611,939.004,8.41,2.78,-313.4,4.089,0.0,0.0,63.237,2.89
UE_008,LEO,1732.98,9.973,4.917,-82.403,0.01010409,661.878,11.87,51.81,-65.8,5.7766,0.0,0.0,52.211,2.04
UE_009,LEO,1944.18,7.274,4.318,-82.431,0.01002301,613.771,13.42,55.02,418.7,6.4806,0.0,0.0,50.112,1.89
UE_010,LEO,1230.08,7.079,2.744,-81.336,0.01012654,496.127,8.53,26.24,423.7,4.1003,0.0,0.0,44.603,1.53
UE_011,LEO,1419.81,8.162,4.082,-82.681,0.01003745,595.343,10.09,17.76,358.5,4.7327,0.0,0.0,49.288,1.83
UE_012,LEO,2569.54,7.086,4.194,-81.456,0.01002646,604.085,17.76,52.45,-3.6,8.5651,0.0,0.0,49.68,1.86
UE_013,LEO,2446.56,7.508,4.476,-83.048,0.01000772,626.284,16.87,20.13,-423.9,8.1552,0.0,0.0,50.665,1.93
UE_014,LEO,1412.39,11.167,6.696,-80.883,0.0011513,813.832,9.5,9.13,-262.7,4.708,0.0,0.0,58.436,2.5
UE_015,LEO,1735.09,8.293,5.793,-83.21,0.00102232,735.08,12.19,0.54,-110.1,5.7836,0.0,0.0,55.276,2.26
UE_016,LEO,1518.4,9.028,6.207,-80.889,0.00120237,770.784,11.09,0.48,440.8,5.0613,0.0,0.0,56.724,2.37
UE_017,LEO,2473.63,8.389,4.886,-82.3,0.01004976,659.323,16.7,12.48,405.8,8.2454,0.0,0.0,52.101,2.03
UE_018,LEO,1957.9,10.095,7.392,-79.685,0.00102887,876.586,13.36,1.98,-432.4,6.5263,0.0,0.0,60.872,2.7
UE_019,LEO,2187.19,9.66,3.951,-80.423,0.01013986,585.196,15.58,57.69,-68.3,7.2906,0.0,0.0,48.828,1.8
UE_000,LEO,1403.21,12.04,9.56,-81.038,0.001063,1081.328,9.67,2.17,-178.1,4.6774,0.0,0.0,68.46,3.33
UE_001,LEO,1980.28,9.608,6.026,-81.089,0.00103874,755.064,13.52,1.02,-144.4,6.6009,0.0,0.0,56.09,2.32
UE_002,LEO,2431.49,-12.339,-16.096,-91.462,0.10009792,11.382,17.09,27.36,-456.7,8.105,37.62,22.85,0.0,0.04
UE_003,LEO,1775.75,9.673,7.123,-80.265,0.00113684,852.155,12.73,1.89,157.9,5.9192,0.0,0.0,59.931,2.62
UE_004,LEO,2506.55,5.841,2.127,-83.924,0.01005534,453.746,16.82,14.98,457.1,8.3552,0.0,0.0,42.445,1.4
UE_005,LEO,2267.43,7.86,1.265,-81.649,0.01005779,398.25,15.68,17.47,-297.4,7.5581,0.0,0.0,39.428,1.23
UE_006,LEO,1525.06,9.298,6.3,-80.955,0.00109576,778.877,10.86,1.33,-408.1,5.0835,5.91,1.35,57.049,2.4
UE_007,LEO,1867.24,9.242,4.359,-79.912,0.01005393,617.06,13.16,25.19,-6.6,6.2241,0.0,0.0,50.258,1.9
UE_008,LEO,2392.98,6.996,0.137,-82.273,0.01000447,332.457,16.15,6.74,24.8,7.9766,0.0,0.0,35.48,1.02
UE_009,LEO,2270.35,6.361,2.317,-81.951,0.01019557,466.587,15.55,45.09,43.3,7.5678,0.0,0.0,43.111,1.44
UE_010,LEO,2583.54,8.026,3.839,-81.49,0.01002943,576.584,18.15,58.22,-462.4,8.6118,0.0,0.0,48.435,1.77
UE_011,LEO,2413.98,8.174,2.431,-81.962,0.01004891,474.372,16.55,18.33,29.1,8.0466,0.0,0.0,43.509,1.46
UE_012,LEO,1766.81,8.962,6.342,-82.447,0.00105907,782.602,12.16,1.81,117.0,5.8894,0.0,0.0,57.198,2.41
UE_013,LEO,1638.06,8.762,3.849,-82.036,0.01003441,577.414,11.51,33.36,-287.7,5.4602,0.0,0.0,48.473,1.78
UE_014,LEO,2426.1,8.243,2.345,-82.366,0.01010743,468.477,16.63,49.66,-449.1,8.087,0.0,0.0,43.208,1.44
UE_015,LEO,1259.38,10.985,10.06,-79.327,0.00021443,1130.24,8.79,4.95,-11.1,4.1979,0.0,0.0,70.211,3.48
UE_016,LEO,2229.24,9.42,5.309,-80.073,0.00102546,694.209,15.49,23.91,-162.8,7.4308,0.0,0.0,53.582,2.14
UE_017,LEO,1269.01,10.952,5.074,-79.781,0.00106376,674.701,8.76,0.57,412.8,4.23,0.0,0.0,52.758,2.08
UE_018,LEO,2358.67,7.989,5.076,-80.482,0.00113664,674.876,16.34,2.81,110.8,7.8622,0.0,0.0,52.765,2.08
UE_019,LEO,1276.37,7.439,2.842,-81.91,0.01005843,503.052,9.34,29.39,-45.5,4.2546,0.0,0.0,44.946,1.55
UE_000,LEO,2211.71,7.833,4.776,-81.673,0.01002311,650.389,15.68,42.59,299.5,7.3724,0.0,0.0,51.716,2.0
UE_001,LEO,1389.43,11.84,8.679,-79.207,0.00109662,996.636,9.44,0.14,224.9,4.6314,0.0,0.0,65.377,3.07
UE_002,LEO,2026.44,-8.615,-15.041,-90.029,0.10003049,14.461,13.96,18.5,-443.5,6.7548,37.62,19.05,0.0,0.04
UE_003,LEO,2168.4,9.093,4.876,-79.825,0.01016079,658.502,15.17,11.67,-252.4,7.228,0.0,0.0,52.066,2.03
UE_004,LEO,1359.83,9.487,5.921,-81.943,0.00108434,746.08,9.59,5.44,135.5,4.5328,0.0,0.0,55.725,2.3
UE_005,LEO,1737.72,10.976,5.99,-81.108,0.00102992,752.02,12.53,1.59,-434.6,5.7924,0.0,0.0,55.966,2.31
UE_006,LEO,1730.15,6.609,4.774,-82.95,0.01006629,650.222,12.45,35.54,306.3,5.7672,5.91,1.53,51.709,2.0
UE_007,LEO,2123.34,8.15,4.255,-83.112,0.01002984,608.807,14.33,43.45,370.4,7.0778,0.0,0.0,49.891,1.87
UE_008,LEO,1787.41,8.184,3.012,-81.182,0.01001367,515.258,12.36,38.83,419.7,5.958,0.0,0.0,45.543,1.59
UE_009,LEO,1364.58,11.679,8.667,-78.385,0.00104608,995.461,9.72,6.58,319.0,4.5486,0.0,0.0,65.334,3.06
UE_010,LEO,1554.36,8.557,3.477,-82.335,0.01001962,549.283,10.91,5.31,113.9,5.1812,0.0,0.0,47.169,1.69
UE_011,LEO,2435.78,8.528,1.357,-81.744,0.01001581,403.934,16.71,27.15,460.2,8.1193,0.0,0.0,39.748,1.24
UE_012,LEO,1311.17,9.617,7.909,-80.77,0.00113102,924.179,9.29,10.88,-253.0,4.3706,0.0,0.0,62.68,2.84
UE_013,LEO,2067.67,10.787,5.31,-81.77,0.00118316,694.273,13.83,0.78,-161.6,6.8922,0.0,0.0,53.584,2.14
UE_014,LEO,1407.56,9.171,4.66,-80.728,0.01008389,641.062,10.24,41.02,-358.0,4.6919,0.0,0.0,51.312,1.97
UE_015,LEO,2373.22,7.883,2.863,-80.617,0.01005124,504.561,15.87,27.52,439.7,7.9107,0.0,0.0,45.02,1.55
UE_016,LEO,1449.55,9.637,5.327,-80.036,0.00128375,695.732,10.36,0.1,-386.9,4.8318,0.0,0.0,53.646,2.14
UE_017,LEO,2032.96,10.729,5.142,-78.968,0.00104115,680.336,14.01,1.33,-443.7,6.7765,0.0,0.0,52.997,2.09
UE_018,LEO,2010.55,8.817,7.079,-82.259,0.0010733,848.123,13.7,4.94,-190.2,6.7018,0.0,0.0,59.775,2.61
UE_019,LEO,1716.0,8.386,5.586,-81.207,0.00103952,717.501,11.87,5.53,309.4,5.72,0.0,0.0,54.552,2.21
UE_000,LEO,1970.66,7.33,1.416,-81.812,0.01012203,407.643,13.83,19.82,438.6,6.5689,0.0,0.0,39.956,1.25
UE_001,LEO,1937.87,5.38,-1.453,-82.496,0.10001286,253.116,13.53,10.9,-70.1,6.4596,0.0,0.0,29.916,0.78
UE_002,LEO,2221.62,-13.249,-16.86,-91.987,0.10016163,9.563,15.29,42.19,-332.6,7.4054,37.62,20.88,0.0,0.03
UE_003,LEO,2507.45,5.543,2.509,-84.845,0.01002294,479.7,17.33,22.09,-39.8,8.3582,0.0,0.0,43.78,1.48
UE_004,LEO,1935.55,8.037,4.664,-81.936,0.01006234,641.312,13.03,35.38,-14.2,6.4518,0.0,0.0,51.323,1.97
UE_005,LEO,1927.59,9.479,6.634,-81.576,0.0010941,808.338,13.03,0.52,-334.6,6.4253,0.0,0.0,58.219,2.49
UE_006,LEO,2053.17,5.03,4.137,-84.176,0.01006876,599.603,13.69,6.3,-441.1,6.8439,5.91,1.82,49.479,1.84
UE_007,LEO,2075.65,7.695,2.536,-81.955,0.01004007,481.611,14.64,58.95,308.4,6.9188,0.0,0.0,43.876,1.48
UE_008,LEO,1779.66,9.547,1.924,-82.462,0.01009576,440.29,12.5,5.61,389.6,5.9322,0.0,0.0,41.735,1.35
UE_009,LEO,1481.66,8.069,5.272,-83.224,0.00107316,691.122,10.19,6.32,431.3,4.9389,0.0,0.0,53.452,2.13
UE_010,LEO,1909.37,-5.358,-8.252,-87.818,0.10002513,65.344,13.07,44.12,405.6,6.3646,32.43,14.85,6.117,0.2
UE_011,LEO,2062.39,7.853,2.277,-80.602,0.01006995,463.832,14.08,23.25,83.1,6.8746,0.0,0.0,42.969,1.43
UE_012,LEO,2141.46,6.526,4.192,-83.533,0.01009501,603.882,14.92,31.0,-230.2,7.1382,0.0,0.0,49.671,1.86
UE_013,LEO,2078.08,6.011,1.528,-83.077,0.01002431,414.682,14.19,47.34,-286.7,6.9269,0.0,0.0,40.347,1.28
UE_014,LEO,1779.53,10.136,5.663,-81.123,0.00101982,723.973,12.16,7.81,-450.1,5.9318,0.0,0.0,54.819,2.23
UE_015,LEO,2214.95,7.254,4.377,-83.869,0.01009594,618.482,14.97,42.02,420.6,7.3832,0.0,0.0,50.321,1.9
UE_016,LEO,2319.35,9.774,5.148,-81.512,0.00112433,680.845,16.43,14.7,-297.8,7.7312,0.0,0.0,53.018,2.09
UE_017,LEO,1592.64,11.254,5.77,-79.418,0.00100387,733.137,11.24,11.92,86.5,5.3088,0.0,0.0,55.196,2.26
UE_018,LEO,2379.37,8.509,6.057,-81.179,0.00105551,757.74,16.46,9.49,-198.8,7.9312,0.0,0.0,56.198,2.33
UE_019,LEO,2410.43,7.86,3.822,-79.682,0.01011843,575.325,16.38,6.71,-461.3,8.0348,0.0,0.0,48.377,1.77
UE_000,LEO,1779.42,9.793,6.905,-80.096,0.0010518,832.516,12.31,0.1,8.3,5.9314,0.0,0.0,59.168,2.56
UE_001,LEO,2531.02,4.558,2.67,-84.511,0.01000019,490.977,16.99,47.39,452.1,8.4367,0.0,0.0,44.347,1.51
