UE_ID,network_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_001,LEO,1447.2,9.229,6.429,-84.586,0.00016,790.191,23.648,1.3,3311.8,4.82,0.0,0.0,57.5,2.43,6.673539405117415,3.7958800146297347,0.832909122935104
UE_002,LEO,1098.6,2.165,-4.335,-89.318,0.066,147.109,7.324,59.0,-1262.9,3.66,19.0,8.0,19.83,0.45,4.997948489177515,1.1804560644515512,4.0943445622221
UE_003,LEO,899.6,9.172,2.172,-85.214,0.00143,456.753,10.997,11.0,0.0,3.0,0.0,0.0,42.6,1.41,6.126329737328884,2.8446639622312357,2.4849066497880004
UE_004,LEO,802.1,9.393,4.293,-85.504,0.00128,611.784,5.347,12.0,-2660.5,2.67,9.0,2.53,50.02,1.88,6.418012508424944,2.892790030012839,2.5649493574615367
UE_005,LEO,852.3,0.558,-3.442,-89.321,0.036,175.087,11.682,44.0,2189.5,2.84,39.0,11.8,22.95,0.54,5.170978191084985,1.443697499220649,3.8066624897703196
UE_006,LEO,993.1,9.498,5.598,-84.751,0.000184,718.485,8.621,1.9,2616.4,3.31,0.0,0.0,54.59,2.21,6.578535678299124,3.7351821746301677,1.0647107369924282
UE_007,LEO,1289.6,8.737,3.737,-84.731,0.00179,568.852,8.597,14.0,-3131.2,4.3,0.0,0.0,48.08,1.75,6.345376677991119,2.7471469687774843,2.70805020110221
UE_008,LEO,1729.4,6.56,-0.04,-86.32,0.039,322.859,20.53,36.0,492.0,5.76,0.0,0.0,34.86,0.99,5.78030823588659,1.4089353929623651,3.6109179126442243
UE_009,LEO,1862.8,6.818,3.318,-86.191,0.00176,537.531,22.418,8.0,1850.8,6.21,0.0,0.0,46.61,1.65,6.288845062256129,2.754487331939092,2.1972245773362196
UE_010,LEO,1526.9,7.159,2.559,-85.82,0.00151,483.211,18.179,5.0,2920.1,5.09,0.0,0.0,43.96,1.49,6.182520762131082,2.821023052419218,1.791759469228055
UE_011,LEO,1105.6,10.422,4.422,-85.089,0.00115,621.975,13.371,14.0,452.5,3.69,0.0,0.0,50.48,1.91,6.434506389571372,2.939302159268741,2.70805020110221
UE_012,LEO,903.4,10.542,8.442,-84.029,0.000126,974.108,15.023,1.1,-1799.3,3.01,0.0,0.0,64.55,3.0,6.882548234094158,3.8996294514356555,0.7419373447293773
UE_013,LEO,807.0,11.676,7.176,-84.762,0.000147,856.912,5.38,2.6,3612.6,2.69,0.0,0.0,60.12,2.64,6.754501530125341,3.8326826622974397,1.2809338454620645
UE_014,LEO,856.1,11.43,5.13,-84.485,0.000199,679.361,18.707,1.9,861.4,2.85,0.0,0.0,52.96,2.09,6.522623539654911,3.701146921407909,1.0647107369924282
UE_015,LEO,1008.0,9.501,6.401,-85.45,0.000146,787.76,8.72,0.6,1082.9,3.36,0.0,0.0,57.4,2.42,6.670462092063485,3.835647141240943,0.4700036292457356
UE_016,LEO,1351.5,-11.331,-15.031,-95.366,0.043,14.494,9.01,58.0,3044.6,4.51,33.0,19.02,0.0,0.04,2.7404528522097107,1.3665315444103137,4.07753744390572
UE_017,LEO,1711.7,5.808,-0.692,-87.896,0.07,289.155,15.411,38.0,4690.7,5.71,0.0,0.0,32.58,0.89,5.670415262954106,1.154901959979539,3.6635616461296463
UE_018,LEO,1744.7,7.319,1.819,-87.14,0.00163,433.421,11.631,6.0,1298.5,5.82,0.0,0.0,41.37,1.33,6.074014109992699,2.787812395329604,1.9459101490553132
UE_019,LEO,1452.2,3.495,-2.605,-88.853,0.079,205.153,12.681,43.0,720.6,4.84,6.0,3.92,25.88,0.63,5.328618611557331,1.1023729087040612,3.784189633918261
UE_000,LEO,1827.3,7.606,4.106,-85.397,0.00169,597.177,19.182,6.0,-4523.0,6.09,0.0,0.0,49.37,1.84,6.393886696777307,2.7721132951293477,1.9459101490553132
UE_001,LEO,1506.5,8.426,4.526,-86.287,0.00103,630.284,10.044,10.0,-1120.5,5.02,0.0,0.0,50.84,1.94,6.447755840525236,2.9871627748731826,2.3978952727983707
UE_002,LEO,1102.8,1.598,-3.802,-89.201,0.024,163.301,10.352,38.0,-2837.5,3.68,19.0,8.04,21.69,0.5,5.101700111451967,1.6197887582702983,3.6635616461296463
UE_003,LEO,891.4,10.837,4.137,-83.682,0.00117,599.596,16.943,10.0,3739.1,2.97,0.0,0.0,49.48,1.84,6.397922495520392,2.9318141378826463,2.3978952727983707
UE_004,LEO,814.6,10.125,5.825,-84.238,0.000193,737.779,11.431,1.9,3672.7,2.72,9.0,2.58,55.39,2.27,6.604998823448985,3.714442688741996,1.0647107369924282
UE_005,LEO,850.8,0.197,-3.003,-90.402,0.109,190.364,5.672,51.0,-3084.4,2.84,39.0,11.78,24.49,0.59,5.254177373553835,0.962573502055392,3.9512437185814275
UE_006,LEO,1009.8,10.289,6.489,-85.755,0.000124,795.532,17.732,0.6,-3959.0,3.37,0.0,0.0,57.71,2.45,6.680267304312068,3.90657831133539,0.4700036292457356
UE_007,LEO,1349.7,7.792,2.592,-85.404,0.00107,485.466,12.998,10.0,-3535.2,4.5,0.0,0.0,44.07,1.49,6.1871670122362685,2.970616221908908,2.3978952727983707
UE_008,LEO,1682.3,7.39,1.89,-85.405,0.00153,438.047,13.215,5.0,-4382.2,5.61,0.0,0.0,41.62,1.35,6.084606468847914,2.8153085688985486,1.791759469228055
UE_009,LEO,1850.8,7.348,4.748,-85.626,0.00106,648.084,18.338,14.0,2000.8,6.17,0.0,0.0,51.62,1.99,6.475562138220906,2.974694134325518,2.70805020110221
UE_010,LEO,1410.2,9.262,5.162,-85.369,0.000144,681.984,18.401,2.5,3297.9,4.7,0.0,0.0,53.07,2.1,6.526471433234902,3.8416375048888165,1.252762968495368
UE_011,LEO,1079.0,9.47,3.47,-84.865,0.00104,548.795,7.194,8.0,3791.1,3.6,0.0,0.0,47.15,1.69,6.309545481473714,2.982966660283629,2.1972245773362196
UE_012,LEO,891.7,9.434,6.034,-84.883,0.000127,755.786,8.945,1.7,3335.0,2.97,0.0,0.0,56.12,2.33,6.629080518623644,3.8961962756244017,0.9932517730102834
UE_013,LEO,803.1,10.713,6.013,-85.343,0.00015,754.009,10.354,2.3,757.2,2.68,0.0,0.0,56.05,2.32,6.626729669707777,3.823908738049022,1.1939224684724346
UE_014,LEO,861.2,10.086,4.986,-84.657,0.00116,667.506,16.741,7.0,-3835.6,2.87,0.0,0.0,52.45,2.05,6.5050453718195955,2.93554201039869,2.0794415416798357
UE_015,LEO,1001.4,8.943,6.243,-85.528,0.000197,773.973,18.676,1.2,4030.3,3.34,0.0,0.0,56.85,2.38,6.652828190036788,3.7055337716338665,0.7884573603642702
UE_016,LEO,1334.3,-10.863,-13.863,-94.831,0.034,18.881,20.895,39.0,-3477.0,4.45,33.0,18.62,0.0,0.06,2.9897645017741996,1.4685210829449715,3.6888794541139363
UE_017,LEO,1713.5,5.604,-0.996,-87.198,0.099,274.289,15.423,45.0,4582.1,5.71,0.0,0.0,31.51,0.84,5.6178214549390955,1.0043648053980632,3.828641396489095
UE_018,LEO,1771.7,5.448,-0.252,-87.676,0.035,311.584,11.812,58.0,-3505.7,5.91,0.0,0.0,34.12,0.96,5.744873233056209,1.455931955637316,4.07753744390572
UE_019,LEO,1409.8,5.247,-0.953,-86.976,0.014,276.387,9.399,51.0,0.0,4.7,6.0,3.72,31.67,0.85,5.625413643047913,1.8538719642907409,3.9512437185814275
UE_000,LEO,1787.1,6.408,3.008,-87.096,0.0015,514.945,12.914,9.0,-4436.2,5.96,0.0,0.0,45.53,1.58,6.246000170653249,2.823908740654789,2.302585092994046
UE_001,LEO,1428.0,7.597,5.197,-86.002,0.00015,684.889,9.52,1.2,-3896.1,4.76,0.0,0.0,53.19,2.11,6.5307158070534514,3.823908738049022,0.7884573603642702
UE_002,LEO,1095.8,0.408,-6.492,-89.196,0.08,94.871,7.306,46.0,3052.0,3.65,19.0,7.97,12.28,0.29,4.5630035378262015,1.0969100130026277,3.8501476017100584
UE_003,LEO,892.7,9.526,3.626,-86.237,0.00188,560.488,6.951,10.0,3337.1,2.98,0.0,0.0,47.69,1.72,6.330590402623325,2.7258421505053123,2.3978952727983707
UE_004,LEO,809.6,7.692,4.092,-85.254,0.00193,596.095,7.397,12.0,-573.7,2.7,9.0,2.56,49.32,1.83,6.3920762297111535,2.714442690767203,2.5649493574615367
UE_005,LEO,872.8,-1.564,-4.364,-89.882,0.083,146.269,12.819,42.0,606.9,2.91,39.0,12.15,19.73,0.45,4.992260846465815,1.0809219076186936,3.7612001156935624
UE_006,LEO,1027.4,10.678,8.478,-83.861,0.000174,977.576,10.849,0.5,-3367.5,3.42,0.0,0.0,64.67,3.01,6.886098453722893,3.759450749221455,0.4054651081081644
UE_007,LEO,1409.8,6.463,1.763,-86.168,0.00108,429.778,19.399,12.0,-3929.6,4.7,0.0,0.0,41.17,1.32,6.065592876197357,2.966576244110926,2.5649493574615367
UE_008,LEO,1764.5,5.967,-0.733,-86.917,0.074,287.083,21.764,53.0,2704.8,5.88,0.0,0.0,32.43,0.88,5.663248633060348,1.130768280263155,3.9889840465642745
UE_009,LEO,1762.5,7.972,4.472,-86.114,0.00146,625.987,25.75,11.0,-82.3,5.87,0.0,0.0,50.65,1.93,6.440925806765663,2.835647143918101,2.4849066497880004
UE_010,LEO,1409.1,8.066,4.466,-85.667,0.0019,625.478,17.394,13.0,4279.6,4.7,0.0,0.0,50.63,1.92,6.440113657997285,2.721246398818595,2.639057329615259
UE_011,LEO,1043.5,9.779,4.579,-85.61,0.00124,634.528,9.957,11.0,2999.6,3.48,0.0,0.0,51.03,1.95,6.454456149454341,2.9065783144875272,2.4849066497880004
UE_012,LEO,874.0,11.679,8.079,-84.261,0.000188,940.019,6.827,1.0,-1823.0,2.91,0.0,0.0,63.28,2.89,6.846963330667404,3.725842148426243,0.6931471805599453
UE_013,LEO,812.2,12.726,7.926,-84.337,0.00014,925.838,5.415,0.6,3012.5,2.71,0.0,0.0,62.74,2.85,6.831778793012469,3.853871961219659,0.4700036292457356
UE_014,LEO,852.3,12.363,5.863,-84.318,0.000125,741.08,16.682,1.3,-3816.5,2.84,0.0,0.0,55.52,2.28,6.609457054067167,3.903089983517588,0.832909122935104
UE_015,LEO,1043.6,10.379,7.979,-85.611,0.000188,930.709,19.957,2.0,74.0,3.48,0.0,0.0,62.93,2.86,6.83702053417145,3.725842148426243,1.0986122886681096
UE_016,LEO,1424.6,-12.905,-16.005,-96.152,0.083,11.619,9.497,38.0,-4492.0,4.75,33.0,20.81,0.0,0.04,2.5352036146707735,1.0809219076186936,3.6635616461296463
UE_017,LEO,1744.8,7.419,2.019,-86.091,0.00184,446.537,24.632,7.0,-4528.3,5.82,0.0,0.0,42.07,1.37,6.103759215861223,2.7351821767544338,2.0794415416798357
UE_018,LEO,1810.5,7.048,0.548,-86.576,0.00111,355.517,12.07,10.0,-2218.8,6.04,0.0,0.0,36.92,1.09,5.87638192455192,2.954677020822086,2.3978952727983707
UE_019,LEO,1422.2,4.145,-1.055,-88.428,0.108,271.487,10.481,54.0,-1188.3,4.74,6.0,3.77,31.31,0.84,5.607590906543293,0.966576244509029,4.007333185232471
UE_000,LEO,1752.3,5.899,2.499,-87.551,0.00174,479.041,18.682,5.0,-3556.7,5.84,0.0,0.0,43.75,1.47,6.173871516920808,2.759450751467806,1.791759469228055
UE_001,LEO,1394.6,8.52,5.12,-86.64,0.00012,678.495,15.297,0.4,636.8,4.65,0.0,0.0,52.92,2.09,6.521349875212397,3.9208187503332543,0.33647223662121295
UE_002,LEO,1038.7,2.404,-3.396,-88.298,0.035,176.648,6.924,46.0,-4126.0,3.46,19.0,7.4,23.11,0.54,5.179804064311909,1.455931955637316,3.8501476017100584
UE_003,LEO,852.1,9.965,3.165,-84.818,0.00153,526.285,10.681,5.0,-2923.6,2.84,0.0,0.0,46.08,1.62,6.267741199327331,2.8153085688985486,1.791759469228055
UE_004,LEO,820.6,8.545,4.445,-85.027,0.00148,623.868,5.471,6.0,3388.5,2.74,9.0,2.6,50.56,1.92,6.437540427430541,2.8297382843116003,1.9459101490553132
UE_005,LEO,850.9,-0.004,-3.804,-90.602,0.027,163.24,16.672,52.0,-2920.6,2.84,39.0,11.78,21.68,0.5,5.101328772710678,1.5686362358249277,3.970291913552122
UE_006,LEO,1035.7,8.227,5.427,-85.787,0.00011,704.06,15.905,0.5,3287.3,3.45,0.0,0.0,53.99,2.17,6.558282905573905,3.9586073108936435,0.4054651081081644
UE_007,LEO,1435.5,8.97,4.67,-86.515,0.00149,641.835,10.57,14.0,1943.2,4.79,0.0,0.0,51.35,1.97,6.46588808166543,2.8268137312962534,2.70805020110221
UE_008,LEO,1724.2,7.674,2.274,-86.863,0.0015,463.663,11.495,9.0,897.9,5.75,0.0,0.0,42.96,1.43,6.141312411659963,2.823908740654789,2.302585092994046
UE_009,LEO,1779.4,6.528,3.628,-87.336,0.00114,560.601,14.863,13.0,-3096.0,5.93,0.0,0.0,47.7,1.72,6.330791633336797,2.943095148282567,2.639057329615259
UE_010,LEO,1425.5,6.606,2.106,-85.797,0.00188,452.336,9.503,13.0,4414.9,4.75,0.0,0.0,42.37,1.39,6.116633572397628,2.7258421505053123,2.639057329615259
UE_011,LEO,1052.8,8.524,3.424,-86.038,0.00158,545.321,17.019,7.0,-3722.5,3.51,0.0,0.0,46.98,1.68,6.303206715080211,2.8013429127707075,2.0794415416798357
UE_012,LEO,875.9,10.263,7.963,-85.568,0.000167,929.245,6.839,1.2,2060.5,2.92,0.0,0.0,62.87,2.86,6.835447992313067,3.777283526251851,0.7884573603642702
UE_013,LEO,801.0,10.034,6.134,-85.783,0.000197,764.45,5.34,1.0,3578.4,2.67,0.0,0.0,56.47,2.35,6.64046389617809,3.7055337716338665,0.6931471805599453
UE_014,LEO,871.6,10.699,4.499,-85.351,0.00144,628.108,5.811,6.0,3866.6,2.91,0.0,0.0,50.75,1.93,6.444302943074369,2.841637507603157,1.9459101490553132
UE_015,LEO,1049.7,8.842,5.542,-84.679,0.000103,713.77,9.998,2.9,444.4,3.5,0.0,0.0,54.4,2.2,6.57196081262276,3.9871627710783764,1.3609765531356006
UE_016,LEO,1390.7,-12.025,-14.325,-95.912,0.085,17.008,11.272,38.0,1787.1,4.64,33.0,19.96,0.0,0.05,2.890816103604431,1.070581074280598,3.6635616461296463
UE_017,LEO,1781.3,7.723,2.323,-86.339,0.00157,466.966,15.875,5.0,3096.3,5.94,0.0,0.0,43.13,1.44,6.148395643705889,2.8041003473141455,1.791759469228055
UE_018,LEO,1780.1,6.526,0.426,-86.937,0.00118,348.565,21.867,12.0,-4488.3,5.93,0.0,0.0,36.49,1.07,5.856689524353122,2.9281179923258285,2.5649493574615367
UE_019,LEO,1415.4,4.202,-2.598,-88.899,0.108,205.406,21.436,39.0,-4542.8,4.72,6.0,3.74,25.91,0.63,5.329845102952332,0.966576244509029,3.6888794541139363
UE_000,LEO,1735.3,6.345,3.145,-87.228,0.00175,524.824,19.568,6.0,-1687.3,5.78,0.0,0.0,46.01,1.61,6.264966555985929,2.7569619510655374,1.9459101490553132
UE_001,LEO,1405.5,9.079,5.979,-84.661,0.000168,751.029,12.37,0.8,-1716.5,4.69,0.0,0.0,55.93,2.31,6.622774887036062,3.774690715689051,0.5877866649021191
UE_002,LEO,1030.3,1.936,-3.664,-88.832,0.033,167.758,13.868,56.0,2769.4,3.43,19.0,7.32,22.18,0.52,5.128465736036351,1.4814860601089521,4.04305126783455
UE_003,LEO,868.9,12.221,6.621,-84.09,0.000132,807.166,8.793,1.9,2218.7,2.9,0.0,0.0,58.17,2.48,6.694767482964604,3.8794260655040405,1.0647107369924282
UE_004,LEO,810.9,7.674,2.574,-86.963,0.00124,484.264,5.406,10.0,2729.2,2.7,9.0,2.56,44.01,1.49,6.184693072740611,2.9065783144875272,2.3978952727983707
UE_005,LEO,868.8,-2.161,-4.961,-91.181,0.1,129.836,15.792,54.0,2588.0,2.9,39.0,12.08,17.63,0.4,4.873944630512245,0.999999999995657,4.007333185232471
UE_006,LEO,1052.1,8.828,5.228,-85.586,0.000195,687.45,7.014,1.4,3442.4,3.51,0.0,0.0,53.3,2.12,6.534442693890382,3.709965386410331,0.8754687373538999
UE_007,LEO,1446.8,6.63,1.53,-86.185,0.00182,414.832,23.645,11.0,-2959.2,4.82,0.0,0.0,40.36,1.28,6.030281332539598,2.739928611776302,2.4849066497880004
UE_008,LEO,1732.9,6.351,0.451,-86.125,0.00116,349.976,15.552,12.0,-4701.3,5.78,0.0,0.0,36.58,1.08,5.86071784505974,2.93554201039869,2.5649493574615367
UE_009,LEO,1691.7,5.964,2.364,-87.918,0.0017,469.751,23.278,7.0,-4696.0,5.64,0.0,0.0,43.27,1.45,6.154329291804788,2.7695510783662587,2.0794415416798357
UE_010,LEO,1382.2,8.466,3.166,-85.067,0.00161,526.396,18.215,11.0,3831.7,4.61,0.0,0.0,46.08,1.62,6.2679516895142395,2.7931741236984022,2.4849066497880004
UE_011,LEO,1024.2,8.998,2.798,-86.301,0.00171,499.961,15.828,5.0,-2231.7,3.41,0.0,0.0,44.79,1.54,6.216528253743462,2.7670038893538726,1.791759469228055
UE_012,LEO,847.0,11.609,9.009,-84.995,0.000186,1028.153,6.646,1.8,1423.5,2.82,0.0,0.0,66.53,3.16,6.936491412827725,3.7304870534471672,1.0296194171811583
UE_013,LEO,825.5,12.503,8.303,-83.949,0.000168,961.027,10.503,0.9,3645.2,2.75,0.0,0.0,64.06,2.96,6.869042516799915,3.774690715689051,0.6418538861723948
UE_014,LEO,868.3,10.826,4.926,-84.487,0.00122,662.606,12.789,9.0,3818.7,2.89,0.0,0.0,52.24,2.04,6.497688599866734,2.913640168969273,2.302585092994046
UE_015,LEO,1099.6,9.855,6.155,-85.273,0.000123,766.259,16.331,2.7,376.6,3.67,0.0,0.0,56.54,2.36,6.642824423636326,3.9100948850297526,1.308332819650179
UE_016,LEO,1471.4,-13.62,-16.62,-96.01,0.044,10.102,15.809,42.0,80.6,4.9,33.0,22.06,0.0,0.03,2.4071252722679697,1.3565473235039422,3.7612001156935624
UE_017,LEO,1844.1,6.564,1.364,-87.618,0.00163,404.393,12.294,12.0,3404.7,6.15,0.0,0.0,39.77,1.24,6.004856966971933,2.787812395329604,2.5649493574615367
UE_018,LEO,1691.7,7.664,0.664,-85.368,0.00143,362.21,19.278,8.0,4440.8,5.64,0.0,0.0,37.32,1.11,5.8949811793877585,2.8446639622312357,2.1972245773362196
UE_019,LEO,1372.3,3.056,-3.544,-89.372,0.045,171.692,9.149,43.0,-1782.9,4.57,6.0,3.55,22.6,0.53,5.151509660976037,1.3467874862150053,3.784189633918261
UE_000,LEO,1716.3,6.496,3.796,-86.552,0.00191,573.332,11.442,6.0,-2960.0,5.72,0.0,0.0,48.29,1.76,6.353207626324914,2.7189666325248933,1.9459101490553132
UE_001,LEO,1380.1,9.074,5.474,-85.863,0.000166,708.039,15.201,0.7,4032.9,4.6,0.0,0.0,54.16,2.18,6.563910532071481,3.7798919093437133,0.5306282510621704
UE_002,LEO,1037.0,1.43,-4.67,-90.285,0.04,137.634,6.914,54.0,-3589.0,3.46,19.0,7.39,18.65,0.42,4.931837366917475,1.3979400086611802,4.007333185232471
UE_003,LEO,861.6,9.783,2.783,-85.409,0.00189,498.876,12.744,6.0,-1923.1,2.87,0.0,0.0,44.74,1.54,6.2143600676651065,2.7235381955969706,1.9459101490553132
UE_004,LEO,807.4,7.72,3.72,-86.64,0.00195,567.578,5.383,6.0,2676.1,2.69,9.0,2.55,48.02,1.75,6.343138506945324,2.709965388414767,1.9459101490553132
UE_005,LEO,867.5,-2.228,-5.528,-90.314,0.101,115.747,8.783,33.0,3854.4,2.89,39.0,12.06,15.65,0.36,4.760009200287383,0.9956786262130575,3.5263605246161616
UE_006,LEO,1074.5,8.696,4.696,-85.252,0.00163,643.956,8.163,7.0,4271.1,3.58,0.0,0.0,51.44,1.98,6.4691820974146195,2.787812395329604,2.0794415416798357
UE_007,LEO,1476.7,6.826,2.026,-86.487,0.0011,447.027,22.845,12.0,3999.5,4.92,0.0,0.0,42.09,1.38,6.104853498456094,2.9586073144469616,2.5649493574615367
UE_008,LEO,1798.2,7.179,1.079,-86.01,0.00146,386.881,11.988,9.0,4711.9,5.99,0.0,0.0,38.78,1.19,5.960698591549965,2.835647143918101,2.302585092994046
UE_009,LEO,1672.8,7.817,3.817,-85.491,0.00134,574.938,14.152,6.0,81.9,5.58,0.0,0.0,48.36,1.77,6.356000016013521,2.872895201311092,1.9459101490553132
UE_010,LEO,1320.0,7.511,3.611,-86.045,0.00116,559.302,22.8,14.0,-3089.0,4.4,0.0,0.0,47.64,1.72,6.328475924081198,2.93554201039869,2.70805020110221
UE_011,LEO,1023.6,9.102,3.302,-86.449,0.00153,536.332,6.824,13.0,-3406.3,3.41,0.0,0.0,46.56,1.65,6.286616153005807,2.8153085688985486,2.639057329615259
UE_012,LEO,865.9,10.647,8.247,-85.277,0.000162,955.741,17.773,1.9,3375.3,2.89,0.0,0.0,63.86,2.94,6.863532717415473,3.790484982776539,1.0647107369924282
UE_013,LEO,806.4,10.782,6.082,-84.509,0.000103,759.921,19.376,1.6,2539.1,2.69,0.0,0.0,56.29,2.34,6.634529541697678,3.9871627710783764,0.9555114450274365
UE_014,LEO,896.7,11.894,5.294,-83.953,0.000131,692.994,16.978,1.2,-412.4,2.99,0.0,0.0,53.53,2.13,6.54246331493629,3.8827287010290106,0.7884573603642702
UE_015,LEO,1106.7,9.016,6.516,-86.292,0.00014,797.889,20.378,2.7,4297.6,3.69,0.0,0.0,57.81,2.46,6.683222012460922,3.853871961219659,1.308332819650179
UE_016,LEO,1424.4,-13.1,-16.2,-96.85,0.092,11.116,11.496,45.0,-559.7,4.75,33.0,20.81,0.0,0.03,2.494526893164991,1.0362121726497242,3.828641396489095
UE_017,LEO,1836.3,5.783,0.583,-87.308,0.00143,357.544,12.242,9.0,-4288.2,6.12,0.0,0.0,37.04,1.1,5.882051386120795,2.8446639622312357,2.302585092994046
UE_018,LEO,1672.0,6.619,1.519,-87.19,0.00192,414.144,11.147,9.0,-4551.6,5.57,0.0,0.0,40.32,1.27,6.0286254479961086,2.7166987710702553,2.302585092994046
UE_019,LEO,1302.8,4.926,-1.674,-87.537,0.086,243.279,14.685,53.0,4244.8,4.34,6.0,3.26,29.14,0.75,5.498311014683545,1.0655015487513824,3.9889840465642745
UE_000,LEO,1714.1,8.202,5.202,-85.999,0.000182,685.3,15.427,1.4,-3944.1,5.71,0.0,0.0,53.21,2.11,6.5313148499145885,3.739928609628692,0.8754687373538999
UE_001,LEO,1325.7,7.587,4.887,-86.106,0.00107,659.433,8.838,8.0,4489.1,4.42,0.0,0.0,52.11,2.03,6.492895680512852,2.970616221908908,2.1972245773362196
UE_002,LEO,1012.1,1.822,-3.678,-90.089,0.022,167.293,12.747,56.0,3433.2,3.37,19.0,7.15,22.13,0.51,5.125706507937239,1.6575773191580532,4.04305126783455
UE_003,LEO,854.9,11.94,6.84,-83.73,0.000164,826.679,15.7,1.4,-2027.2,2.85,0.0,0.0,58.94,2.54,6.71862539805807,3.785156149304165,0.8754687373538999
UE_004,LEO,814.3,9.729,5.829,-84.236,0.000176,738.123,5.429,0.1,-2981.7,2.71,9.0,2.58,55.4,2.27,6.605464348235084,3.754487329718268,0.09531017980432487
UE_005,LEO,885.4,-2.786,-4.886,-91.593,0.064,131.818,15.903,56.0,3781.9,2.95,39.0,12.37,17.9,0.41,4.8889797700259985,1.193820026009327,4.04305126783455
UE_006,LEO,1086.8,8.626,5.326,-85.787,0.000162,695.647,10.245,2.8,-2086.7,3.62,0.0,0.0,53.64,2.14,6.546278826227211,3.790484982776539,1.33500106673234
UE_007,LEO,1461.9,8.677,3.977,-84.761,0.00185,587.218,19.746,12.0,-482.0,4.87,0.0,0.0,48.92,1.81,6.377097627487778,2.7328282713622323,2.5649493574615367
UE_008,LEO,1843.6,5.365,-1.335,-87.517,0.067,258.464,14.29,57.0,-1462.6,6.15,0.0,0.0,30.33,0.8,5.55861796465858,1.1739251972926914,4.060443010546419
UE_009,LEO,1731.7,5.954,3.054,-86.723,0.00197,518.265,11.545,11.0,3025.9,5.77,0.0,0.0,45.69,1.59,6.252414350157946,2.705533773617953,2.4849066497880004
UE_010,LEO,1292.5,9.425,5.225,-85.488,0.000144,687.179,11.617,2.4,-627.6,4.31,0.0,0.0,53.29,2.11,6.534048978512454,3.8416375048888165,1.2237754316221157
UE_011,LEO,1006.4,11.311,5.711,-83.545,0.000133,728.07,14.71,2.4,291.7,3.35,0.0,0.0,54.99,2.24,6.59176974934672,3.8761483557675422,1.2237754316221157
UE_012,LEO,851.2,11.772,9.272,-84.414,0.000126,1053.435,10.675,1.0,3755.9,2.84,0.0,0.0,67.45,3.24,6.960760357431014,3.8996294514356555,0.6931471805599453
UE_013,LEO,805.1,11.195,6.095,-84.503,0.000137,761.037,5.367,2.6,1769.5,2.68,0.0,0.0,56.33,2.34,6.635995110938267,3.8632794296735606,1.2809338454620645
UE_014,LEO,887.0,11.772,6.572,-85.114,0.0001,802.846,15.913,0.9,-613.2,2.96,0.0,0.0,58.0,2.47,6.689407708543842,3.9999999956570553,0.6418538861723948
UE_015,LEO,1108.1,8.108,4.808,-86.046,0.00146,652.996,7.387,9.0,-2841.9,3.69,0.0,0.0,51.83,2.01,6.483101235230544,2.835647143918101,2.302585092994046
UE_016,LEO,1461.7,-14.921,-18.021,-97.16,0.109,7.338,21.745,51.0,-3952.5,4.87,33.0,21.8,0.0,0.02,2.120823379458605,0.962573502055392,3.9512437185814275
UE_017,LEO,1746.4,7.815,2.315,-85.593,0.00119,466.411,12.642,14.0,4038.3,5.82,0.0,0.0,43.1,1.44,6.147208956273698,2.924453038242516,2.70805020110221
UE_018,LEO,1668.6,7.229,0.629,-87.186,0.0011,360.179,11.124,14.0,-3430.0,5.56,0.0,0.0,37.2,1.11,5.889373680317778,2.9586073144469616,2.70805020110221
UE_019,LEO,1314.8,6.028,0.228,-86.986,0.00131,337.445,14.765,11.0,-940.9,4.38,6.0,3.3,35.8,1.04,5.824361597614586,2.882728704012713,2.4849066497880004
UE_000,LEO,1637.6,6.118,3.418,-86.941,0.00177,544.927,10.918,7.0,1903.7,5.46,0.0,0.0,46.96,1.68,6.302485267172613,2.7520267333928294,2.0794415416798357
UE_001,LEO,1282.2,9.468,7.068,-85.666,0.000141,847.204,8.548,0.4,-936.0,4.27,0.0,0.0,59.74,2.61,6.743121172898269,3.8507808842645175,0.33647223662121295
UE_002,LEO,981.9,4.499,-1.701,-88.651,0.105,242.101,11.546,44.0,3749.1,3.27,19.0,6.87,29.05,0.74,5.493476994847143,0.9788107009259258,3.8066624897703196
UE_003,LEO,827.5,11.884,5.484,-83.558,0.000186,708.9,5.516,0.7,3166.4,2.76,0.0,0.0,54.2,2.18,6.56512411504534,3.7304870534471672,0.5306282510621704
UE_004,LEO,803.6,8.572,3.472,-85.414,0.00162,548.951,9.357,13.0,3186.9,2.68,9.0,2.54,47.15,1.69,6.309829183348595,2.790484985189286,2.639057329615259
UE_005,LEO,916.1,-2.364,-4.564,-91.782,0.099,140.585,6.107,40.0,3955.9,3.05,39.0,12.91,19.03,0.43,4.952900243445018,1.0043648053980632,3.713572066704308
UE_006,LEO,1122.6,7.73,4.73,-86.935,0.00117,646.636,10.484,9.0,2108.7,3.74,0.0,0.0,51.55,1.99,6.473328810128711,2.9318141378826463,2.302585092994046
