UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,network_type,Area,Available_Networks
User_12,1172.1,8.975,2.475,-85.812,0.0016,477.392,7.814,9.0,-3003.8,3.91,0.0,0.0,43.66,1.47,0.0,0.0,6.170430480088574,2.795880017072641,2.302585092994046,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_05,75.5,16.187,12.087,-77.707,2e-05,533.217,0.903,1.7,9.4,0.252,0.0,0.0,77.303,4.102,0.0,0.0,6.280802123456668,4.698969982621295,0.9932517730102834,HAPS,Desert,"UAV,HAPS,SAT (LEO)"
User_03,1084.1,9.141,4.441,-85.929,0.00197,623.559,13.227,14.0,820.6,3.61,0.0,0.0,50.55,1.92,0.0,0.0,6.43704580068356,2.705533773617953,2.70805020110221,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,923.9,10.385,6.485,-84.007,0.000118,795.178,8.159,0.3,3205.3,3.08,0.0,0.0,57.7,2.45,0.0,0.0,6.679822778936037,3.928117989013413,0.262364264467491,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_06,187.8,10.711,9.111,-79.844,0.0001,415.177,1.652,0.6,9.4,0.626,0.0,0.0,66.889,3.194,0.0,0.0,6.031110650539219,3.9999999956570553,0.4700036292457356,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_05,0.325,29.712,23.612,-55.844,0.0,588.76,1.518,0.0,13.7,0.0011,0.0,0.0,100.0,7.85,0.0,0.0,6.379715674481458,12.0,0.0,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,1.4133,27.617,25.017,-56.592,1e-08,116.408,1.709,2.7,99.4,0.005,0.0,0.0,100.0,8.315,302.9,13.8,4.765655048172872,7.999956572723137,1.308332819650179,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_06,0.326,26.623,21.923,-57.688,1e-07,546.893,1.103,2.4,1.2,0.0011,0.0,0.0,100.0,7.29,0.0,0.0,6.306080012408732,6.999995657076895,1.2237754316221157,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_15,0.0033,-1.59,-7.6614,-96.59,0.0875624601,0.04,1.5,36.3884,-15.768,1.1e-05,0.0,0.0,19.1215,0.719479,0.0,0.0,0.0392207131532812,1.0576820452621642,3.621360495882985,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_16,115.0,13.529,10.429,-78.335,0.00016,466.648,0.767,1.4,9.4,0.383,0.0,0.0,71.502,3.59,0.0,0.0,6.1477158761687525,3.795880014629735,0.8754687373538999,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_19,0.381,21.863,15.913,-58.868,1e-05,399.208,1.078,2.1,158.5,0.0013,0.0,0.0,90.7,5.32,0.0,0.0,5.991984411954833,4.999999956570554,1.1314021114911006,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_20,0.0084,39.68,35.8904,-55.32,4.7e-09,0.0,1.5,0.2019,4.0605,2.8e-05,0.0,0.0,82.9886,11.553899,0.0,0.0,0.0,8.327809748811747,0.183903637976606,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_04,0.243,29.19,22.49,-54.905,0.0,560.943,1.064,2.5,-104.6,0.0008,0.0,0.0,100.0,7.48,0.0,0.0,6.331400421262437,12.0,1.252762968495368,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_04,144.7,12.612,10.912,-79.294,0.000122,485.863,1.565,0.7,9.4,0.482,0.0,0.0,73.193,3.737,0.0,0.0,6.187982769337959,3.913640165765461,0.5306282510621704,HAPS,Maritime,"UAV,HAPS,SAT (LEO)"
User_20,0.5418999999999999,46.443,44.943,-45.978,1e-08,209.017,1.004,0.3,-102.2,0.002,0.0,0.0,100.0,14.93,450.4,12.8,5.347188479821954,7.999956572723137,0.262364264467491,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_12,834.8,0.613,-3.487,-90.594,0.064,173.569,14.565,40.0,652.8,2.78,40.0,11.8,22.79,0.53,0.0,0.0,5.162320078959165,1.193820026009327,3.713572066704308,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_10,809.5,10.552,7.252,-83.924,0.000118,863.871,14.397,1.4,383.3,2.7,0.0,0.0,60.38,2.66,0.0,0.0,6.762580362862479,3.928117989013413,0.8754687373538999,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_13,65.3,20.602,15.902,-73.899,1.94e-05,691.494,1.336,1.0,9.4,0.218,0.0,0.0,90.658,5.319,0.0,0.0,6.540299573764031,4.712198247683461,0.6931471805599453,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_08,0.617,10.816,7.566,-64.392,0.001,205.961,1.292,2.7,-1.2,0.0021,0.0,0.0,61.48,2.75,0.0,0.0,5.332530369717666,2.9999999995657056,1.308332819650179,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_03,0.0136,15.5,8.6593,-79.5,0.0004991374,3.5,1.5,1.679,-17.9112,4.5e-05,0.0,0.0,56.3904,3.499105,0.0,0.0,1.5040773967762742,3.3017798866769623,0.9854435905624715,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_12,0.397,22.236,14.786,-58.482,1e-05,371.92,1.285,1.4,104.9,0.0013,0.0,0.0,86.75,4.96,0.0,0.0,5.921363919428493,4.999999956570554,0.8754687373538999,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_12,114.7,-7.874,-9.574,-89.437,0.0228,19.623,1.265,35.0,9.4,0.382,27.0,19.425,1.49,0.151,0.0,0.0,3.02640695782191,1.6420651529804982,3.58351893845611,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_05,996.0,10.579,5.979,-84.71,0.000137,751.039,16.64,2.3,4152.6,3.32,0.0,0.0,55.93,2.31,0.0,0.0,6.622788184307196,3.8632794296735606,1.1939224684724346,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_18,78.5,18.322,16.722,-75.839,1.84e-05,726.094,1.324,2.0,9.4,0.262,0.0,0.0,93.527,5.585,0.0,0.0,6.589055767662123,4.735182153387504,1.0986122886681096,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_06,0.0107,24.39,20.2374,-70.61,0.0004672673,15.53,1.5,1.2692,28.536,3.6e-05,0.0,0.0,65.8868,5.098916,0.0,0.0,2.8051769118329326,3.3304346095002737,0.8194273464702752,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_20,821.5,10.939,5.739,-84.63,0.000124,730.474,10.477,2.3,2843.8,2.74,0.0,0.0,55.09,2.25,0.0,0.0,6.595061676424533,3.90657831133539,1.1939224684724346,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,0.721,33.662,29.462,-52.969,1e-08,137.042,1.605,2.4,-13.5,0.002,0.0,0.0,100.0,9.789,134.8,17.5,4.927557986678887,7.999956572723137,1.2237754316221157,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_01,0.077,59.012,52.062,-41.194,0.0,1297.106,1.318,1.7,7.3,0.0003,0.0,0.0,100.0,17.29,0.0,0.0,7.168661558028318,12.0,0.9932517730102834,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_10,0.0114,54.61,46.6747,-40.39,1.3e-09,0.0,1.5,0.3223,-15.944,3.8e-05,0.0,0.0,76.9415,11.60738,0.0,0.0,0.0,8.885722703438415,0.2793726445806401,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_20,1.1304,26.656,23.156,-55.772,1.1e-06,107.791,1.108,0.5,118.1,0.004,0.0,0.0,100.0,7.699,207.2,15.8,4.689428610412071,5.958606920028789,0.4054651081081644,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_01,932.7,10.02,5.92,-85.69,0.000134,745.928,11.218,0.7,1640.7,3.11,0.0,0.0,55.72,2.3,0.0,0.0,6.615968794945264,3.872895198394189,0.5306282510621704,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_11,70.1,18.871,16.871,-75.164,1.54e-05,732.406,1.367,0.4,9.4,0.234,0.0,0.0,94.05,5.634,0.0,0.0,6.597699436678209,4.812479250962597,0.3364722366212129,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_12,0.0023,0.96,-5.8503,-94.04,0.1044124862,3.03,1.5,11.728,-23.6779,8e-06,0.0,0.0,35.7782,0.1,0.0,0.0,1.3937663759585917,0.9812475629817992,2.5438042910354857,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_10,0.334,26.957,18.907,-55.622,1e-07,472.432,1.133,2.2,71.6,0.0011,0.0,0.0,100.0,6.3,0.0,0.0,6.160008290908593,6.999995657076895,1.1631508098056809,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,147.7,14.079,11.879,-78.261,0.000108,524.777,1.884,1.2,9.4,0.492,0.0,0.0,76.576,4.037,0.0,0.0,6.264877168471023,3.966576240491805,0.7884573603642702,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_17,0.134,40.729,35.479,-50.235,0.0,883.979,1.428,2.4,66.2,0.0004,14.0,0.0,100.0,11.79,0.0,0.0,6.785563915912838,12.0,1.2237754316221157,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,132.9,13.351,10.851,-77.424,0.000186,483.431,1.286,0.8,9.4,0.443,0.0,0.0,72.98,3.719,0.0,0.0,6.1829750063281805,3.7304870534471672,0.5877866649021191,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_11,0.8752000000000001,32.979,29.879,-53.611,1e-08,138.977,1.606,2.3,-139.9,0.003,0.0,0.0,100.0,9.927,207.0,19.6,4.9414781233986425,7.999956572723137,1.1939224684724346,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_06,2.7575,24.611,22.511,-57.495,1.2e-06,104.803,1.618,2.2,110.1,0.009,0.0,0.0,100.0,7.486,98.0,14.2,4.661578874409717,5.920818392040458,1.1631508098056809,UAV,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_04,1811.9,6.044,2.444,-87.878,0.00163,475.284,24.079,14.0,-4586.0,6.04,0.0,0.0,43.56,1.46,0.0,0.0,6.1660143149688045,2.787812395329604,2.70805020110221,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,56.1,21.527,17.927,-74.337,1.36e-05,777.177,1.074,1.0,9.4,0.187,0.0,0.0,97.744,5.978,0.0,0.0,6.656954004729465,4.866461059696366,0.6931471805599453,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_12,837.2,9.796,4.596,-85.602,0.00132,635.911,15.581,11.0,3123.4,2.79,0.0,0.0,51.09,1.96,0.0,0.0,6.456629928385343,2.879426068465139,2.4849066497880004,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_15,822.5,10.73,5.53,-84.435,0.000124,712.759,14.483,1.6,2761.4,2.74,0.0,0.0,54.36,2.19,0.0,0.0,6.570545370347814,3.90657831133539,0.9555114450274363,SAT (LEO),Maritime,"UAV,HAPS,SAT (LEO)"
User_16,0.977,11.156,5.256,-64.022,0.001,159.188,1.188,2.3,-34.1,0.0033,0.0,0.0,53.4,2.12,0.0,0.0,5.076348125461595,2.9999999995657056,1.1939224684724346,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_07,47.5,20.977,19.677,-73.712,1.92e-05,851.747,1.216,1.7,9.4,0.158,0.0,0.0,100.0,6.552,0.0,0.0,6.748462903262664,4.716698748676947,0.9932517730102834,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_10,1219.1,8.85,3.35,-85.275,0.0011,539.857,13.127,8.0,3689.0,4.06,0.0,0.0,46.72,1.66,0.0,0.0,6.293154918582911,2.9586073144469616,2.19722457733622,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_16,863.8,11.364,7.464,-84.818,0.000182,883.15,15.759,2.7,3231.4,2.88,0.0,0.0,61.12,2.72,0.0,0.0,6.784626731500986,3.739928609628692,1.308332819650179,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_16,1.244,28.624,26.024,-55.488,1e-08,121.082,1.608,1.8,-64.5,0.004,0.0,0.0,100.0,8.649,317.2,15.8,4.8046929501018205,7.999956572723137,1.0296194171811583,UAV,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_04,1146.9,8.502,3.202,-85.449,0.00103,529.035,15.646,5.0,2510.8,3.82,0.0,0.0,46.21,1.63,0.0,0.0,6.2729430421016215,2.9871627748731826,1.791759469228055,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_09,833.8,11.826,7.026,-84.687,0.00013,843.411,19.559,2.8,3113.9,2.78,0.0,0.0,59.59,2.6,0.0,0.0,6.738639342890736,3.886056644352436,1.33500106673234,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_04,186.9,6.154,2.254,-82.923,0.00188,184.905,2.046,7.0,9.4,0.623,0.0,0.0,42.888,1.422,0.0,0.0,5.225235790546445,2.7258421505053123,2.079441541679836,HAPS,Desert,"UAV,HAPS,SAT (LEO)"
User_13,1.5888,27.5,25.9,-56.55,1e-08,120.503,1.511,2.7,118.1,0.005,0.0,0.0,100.0,8.607,430.8,15.6,4.799938953833801,7.999956572723137,1.308332819650179,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,0.294,25.485,22.785,-56.457,0.0,568.252,1.304,1.6,50.4,0.001,0.0,0.0,100.0,7.58,0.0,0.0,6.344323218332495,12.0,0.9555114450274363,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_13,0.0098,8.28,0.6588,-86.72,0.0349176166,17.86,1.5,35.8949,-31.67,3.3e-05,0.0,0.0,32.1437,1.754541,0.0,0.0,2.937043277205311,1.4569554079320974,3.608073330112296,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_18,135.1,11.049,7.549,-78.976,0.000158,356.383,1.401,1.2,9.4,0.45,0.0,0.0,61.421,2.741,0.0,0.0,5.878808035841384,3.8013429102968783,0.7884573603642702,HAPS,Maritime,"UAV,HAPS,SAT (LEO)"
User_11,0.209,31.941,24.941,-53.529,0.0,621.743,1.201,2.5,3.1,0.0007,0.0,0.0,100.0,8.29,0.0,0.0,6.434133913613439,12.0,1.252762968495368,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_01,0.425,16.328,12.078,-61.936,1e-05,307.434,1.042,2.9,44.9,0.0014,0.0,0.0,77.27,4.1,0.0,0.0,5.731507882045687,4.999999956570554,1.3609765531356006,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_08,0.9665,32.717,29.617,-54.041,1e-08,137.763,1.306,1.6,69.7,0.003,0.0,0.0,100.0,9.84,193.9,13.4,4.932767441931258,7.999956572723137,0.9555114450274363,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_02,43.2,25.999,24.899,-72.501,1.6e-07,1075.859,0.988,0.2,9.4,0.144,0.0,0.0,100.0,8.276,0.0,0.0,6.981803749365664,6.795877303012046,0.1823215567939546,HAPS,Desert,"UAV,HAPS,SAT (LEO)"
User_06,0.007,1.74,-4.4872,-93.26,0.0560288984,30.63,1.6315,8.2391,-1.587,2.3e-05,0.0,0.0,46.6673,0.328067,0.0,0.0,3.4541060373175574,1.2515879162272396,2.223444478312249,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_19,2.1757,23.569,21.069,-58.316,1.2e-06,98.143,1.815,1.4,108.2,0.007,0.0,0.0,100.0,7.01,156.5,13.7,4.596563252372643,5.920818392040458,0.8754687373538999,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_01,0.318,21.693,17.893,-58.754,1e-07,447.527,1.307,2.7,16.7,0.0011,0.0,0.0,97.62,5.97,0.0,0.0,6.10596888035576,6.999995657076895,1.308332819650179,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_17,0.5932999999999999,47.056,43.156,-46.872,1e-08,200.707,1.704,0.9,-88.2,0.002,0.0,0.0,100.0,14.336,350.5,19.3,5.306816149365398,7.999956572723137,0.6418538861723948,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_09,2.5838,20.376,15.676,-59.812,0.000119,73.442,1.717,2.7,-100.9,0.009,0.0,0.0,89.865,5.246,368.2,15.9,4.310020298688789,3.924453034957936,1.308332819650179,UAV,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_01,116.9,-18.574,-22.074,-95.287,0.0372,1.16,1.079,42.0,9.4,0.39,36.0,28.564,0.0,0.009,0.0,0.0,0.7701082216960736,1.429457060106428,3.7612001156935615,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_15,0.245,26.829,20.779,-57.486,1e-07,518.591,1.314,1.2,17.1,0.0008,0.0,0.0,100.0,6.91,0.0,0.0,6.253041963630268,6.999995657076895,0.7884573603642702,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_08,981.2,8.677,6.477,-85.761,0.000169,794.47,6.541,2.9,1139.8,3.27,0.0,0.0,57.67,2.44,0.0,0.0,6.678933134935986,3.772113292816537,1.3609765531356006,SAT (LEO),Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_01,0.0098,12.65,4.4105,-82.35,0.0137428758,0.88,1.5,6.1194,-2.6566,3.3e-05,0.0,0.0,50.3093,2.341299,0.0,0.0,0.6312717768418579,1.8619223783521104,1.962823452210076,WiFi,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_15,2.0804,21.994,18.494,-58.503,1.46e-06,86.293,1.414,1.6,62.6,0.007,17.0,1.064,99.728,6.164,315.2,15.8,4.469270276354647,5.835646846753691,0.9555114450274363,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_17,0.422,16.411,11.861,-62.495,1e-05,302.335,1.307,2.7,50.4,0.0014,0.0,0.0,76.51,4.03,0.0,0.0,5.714837805333186,4.999999956570554,1.308332819650179,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_12,0.301,24.599,18.699,-58.5,1e-07,467.333,1.03,2.8,-63.2,0.001,0.0,0.0,100.0,6.23,0.0,0.0,6.149179581355711,6.999995657076895,1.33500106673234,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_16,1095.5,-2.822,-7.622,-91.511,0.064,74.779,15.303,39.0,75.3,3.65,26.0,10.9,8.32,0.23,0.0,0.0,4.3278212094094295,1.193820026009327,3.688879454113936,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_17,52.8,22.736,20.236,-74.232,1.1e-07,875.666,0.752,1.2,9.4,0.176,0.0,0.0,100.0,6.736,0.0,0.0,6.776126076047138,6.958603366728068,0.7884573603642702,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_18,1589.2,5.963,-0.237,-86.318,0.012,312.384,22.595,45.0,2332.0,5.3,0.0,0.0,34.17,0.96,0.0,0.0,5.74742927565122,1.920818753916184,3.828641396489095,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_11,0.0111,12.31,6.6877,-82.69,0.0196902022,6.24,1.5,4.7275,1.366,3.7e-05,0.0,0.0,54.0815,2.31762,0.0,0.0,1.979621206397625,1.7057498240179183,1.7452791353455137,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_16,1316.0,9.627,6.527,-85.086,0.000161,798.871,14.773,0.7,-4457.8,4.39,0.0,0.0,57.84,2.46,0.0,0.0,6.6844504646657485,3.793174121270669,0.5306282510621704,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_09,0.0015,28.58,22.9103,-66.42,5.811e-06,0.0,1.5,0.4935,-10.1873,5e-06,0.0,0.0,69.1272,7.781691,0.0,0.0,0.0,5.235749049824616,0.4011223586740274,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_12,1722.0,8.281,5.781,-86.46,0.00016,734.007,11.48,1.5,-4074.6,5.74,0.0,0.0,55.23,2.26,0.0,0.0,6.599880022977009,3.795880014629735,0.9162907318741552,SAT (LEO),Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_08,1.6511,22.865,20.665,-58.167,1.42e-06,96.281,1.611,1.6,-132.0,0.006,0.0,0.0,100.0,6.877,225.8,16.9,4.577603697770285,5.847711349775866,0.9555114450274363,UAV,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_02,0.0042,-3.9,-10.3302,-98.9,0.0554625863,0.08,1.5,9.453,26.657,1.4e-05,0.0,0.0,31.3009,0.164991,0.0,0.0,0.0769610411361283,1.2559998825031295,2.34688901855057,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_06,197.8,6.26,2.76,-81.27,0.0012,198.912,1.319,4.0,9.4,0.659,0.0,0.0,44.66,1.53,0.0,0.0,5.297877269719633,2.920818753590463,1.6094379124341005,HAPS,Maritime,"UAV,HAPS,SAT (LEO)"
User_18,0.377,26.085,19.035,-57.758,1e-07,475.58,1.483,0.9,114.3,0.0013,0.0,0.0,100.0,6.34,0.0,0.0,6.166635599873096,6.999995657076895,0.6418538861723948,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_01,0.563,41.311,39.211,-49.445,1e-08,182.359,1.304,0.1,-84.0,0.002,0.0,0.0,100.0,13.026,197.3,17.7,5.211445979759322,7.999956572723137,0.0953101798043248,UAV,Maritime,"UAV,HAPS,SAT (LEO)"
User_03,105.3,17.097,15.097,-75.952,1.46e-05,657.658,1.402,1.9,9.4,0.351,0.0,0.0,87.838,5.059,0.0,0.0,6.490204431658401,4.835647114469366,1.0647107369924282,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_14,0.383,25.407,21.157,-56.597,1e-07,527.935,1.333,1.5,135.8,0.0013,0.0,0.0,100.0,7.04,0.0,0.0,6.270865550962816,6.999995657076895,0.9162907318741552,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_09,136.5,14.92,10.62,-77.24,0.00018,474.212,1.11,0.7,9.4,0.455,0.0,0.0,72.169,3.648,0.0,0.0,6.163761020254848,3.744727492483946,0.5306282510621704,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_17,1590.3,6.86,1.46,-87.47,0.00165,410.388,14.602,6.0,-3867.0,5.3,0.0,0.0,40.11,1.26,0.0,0.0,6.019536808101172,2.782516055522885,1.9459101490553128,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_11,130.3,13.166,12.066,-77.517,1.98e-05,532.373,1.069,1.2,9.4,0.434,0.0,0.0,77.231,4.095,0.0,0.0,6.27922099179408,4.703334787804405,0.7884573603642702,HAPS,Desert,"UAV,HAPS,SAT (LEO)"
User_09,2.0324,24.561,21.361,-57.42,1.26e-06,99.49,1.214,1.5,-138.3,0.007,0.0,0.0,100.0,7.106,421.6,17.3,4.610058220060868,5.899629110204414,0.9162907318741552,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_06,1848.0,6.154,3.454,-86.123,0.00136,547.618,17.32,8.0,-494.8,6.16,0.0,0.0,47.09,1.68,0.0,0.0,6.307402388756345,2.866461091310448,2.19722457733622,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_17,906.6,11.817,6.417,-83.392,0.000182,789.149,15.044,0.6,-3538.5,3.02,0.0,0.0,57.46,2.43,0.0,0.0,6.672221535271827,3.739928609628692,0.4700036292457356,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_18,0.432,17.761,11.711,-61.619,1e-05,298.84,1.518,0.3,85.9,0.0014,0.0,0.0,75.99,3.98,0.0,0.0,5.703248999050057,4.999999956570554,0.262364264467491,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_14,0.476,23.264,19.364,-58.268,1e-07,483.697,1.258,1.7,56.9,0.0016,0.0,0.0,100.0,6.45,0.0,0.0,6.183523953436674,6.999995657076895,0.9932517730102834,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_16,157.1,14.461,10.561,-77.57,0.000162,471.861,1.247,0.4,9.4,0.524,0.0,0.0,71.962,3.63,0.0,0.0,6.158801476382224,3.790484982776539,0.3364722366212129,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_15,1747.7,5.811,3.111,-88.094,0.00121,522.402,23.651,14.0,4676.4,5.83,0.0,0.0,45.89,1.61,0.0,0.0,6.260349811258023,2.917214629324629,2.70805020110221,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_13,108.4,12.165,8.865,-78.618,0.00015,405.732,1.523,1.8,9.4,0.361,0.0,0.0,66.027,3.121,0.0,0.0,6.008154491893147,3.823908738049022,1.0296194171811583,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_18,106.4,12.687,8.387,-77.757,0.000186,387.584,0.909,1.0,9.4,0.355,0.0,0.0,64.354,2.981,0.0,0.0,5.962509362652561,3.7304870534471672,0.6931471805599453,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_18,0.0065,20.35,16.6583,-74.65,0.0008480714,16.51,1.5,1.9739,-31.67,2.2e-05,0.0,0.0,63.0739,4.599913,0.0,0.0,2.8627721462977607,3.0715675819945774,1.0898742227248244,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_10,2.1094,19.901,18.301,-59.15,1.5e-06,85.409,1.114,0.9,-50.1,0.007,14.0,0.837,99.053,6.101,119.8,13.1,4.459091837051706,5.823908451414761,0.6418538861723948,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_18,0.35,23.947,19.497,-58.026,1e-07,486.966,1.16,0.2,-4.5,0.0012,0.0,0.0,100.0,6.49,0.0,0.0,6.190245731294784,6.999995657076895,0.1823215567939546,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_02,125.8,14.434,12.834,-78.683,1.98e-05,563.771,1.038,0.7,9.4,0.419,0.0,0.0,79.92,4.337,0.0,0.0,6.336420339251736,4.703334787804405,0.5306282510621704,HAPS,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_16,0.8869,34.564,30.464,-53.618,1e-08,141.696,1.406,2.0,-38.1,0.003,0.0,0.0,100.0,10.121,82.6,12.1,4.960716493256002,7.999956572723137,1.0986122886681096,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_13,0.215,30.453,24.353,-54.673,0.0,607.147,1.402,2.9,51.2,0.0007,0.0,0.0,100.0,8.1,0.0,0.0,6.410416629058774,12.0,1.3609765531356006,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
