UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,Area,Available_Networks
UE_015,125.71,16.643,17.069,-77.953,0.00010793,740.757,1.43,0.5,9.4,0.419,0.0,0.0,94.74,5.7,0.0,0.0,HAPS,6.609021696268296,3.966857818915522,0.4054651081081644,Maritime,"UAV,HAPS,SAT (LEO)"
UE_016,115.06,18.275,13.655,-75.521,0.00010895,597.586,0.95,0.92,9.4,0.3835,0.0,0.0,82.791,4.6,0.0,0.0,HAPS,6.394570207239985,3.962772761431544,0.6523251860396903,Maritime,"UAV,HAPS,SAT (LEO)"
UE_017,29.48,28.459,24.88,-70.119,2.232e-05,1075.05,0.88,5.11,9.4,0.0983,0.0,0.0,100.0,8.27,0.0,0.0,HAPS,6.981052208043594,4.651305790276822,1.809926773183504,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,127.71,-16.41,-18.436,-93.462,0.020004,2.669,1.1,48.52,9.4,0.4257,29.12,23.81,0.0,0.02,0.0,0.0,HAPS,1.299919145373145,1.6988831541026594,3.9023766283763406,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_019,137.82,19.962,17.623,-75.125,0.0001051,764.268,1.31,1.22,9.4,0.4594,0.0,0.0,96.681,5.88,0.0,0.0,HAPS,6.640226099273817,3.9783972798395553,0.7975071958841881,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,191.84,-16.564,-16.679,-93.974,0.02000193,3.987,1.37,5.0,9.4,0.6395,23.02,26.5,0.0,0.03,0.0,0.0,HAPS,1.6068345265639856,1.6989280969188019,1.791759469228055,Maritime,"UAV,HAPS,SAT (LEO)"
UE_001,126.26,-23.887,-26.621,-97.917,0.02001526,0.408,0.94,9.26,9.4,0.4209,39.12,34.31,0.0,0.0,0.0,0.0,HAPS,0.34217025773585064,1.6986387639767535,2.3282528397426234,Maritime,"UAV,HAPS,SAT (LEO)"
UE_002,102.31,15.517,11.285,-77.391,0.00100591,500.781,1.06,2.61,9.4,0.341,0.0,0.0,74.496,3.85,0.0,0.0,HAPS,6.218163769524761,2.9974408739694995,1.2837077723447896,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_003,216.46,9.53,4.906,-81.717,0.02000158,264.385,1.8,7.45,9.4,0.7215,0.0,0.0,52.171,2.03,0.0,0.0,HAPS,5.581181601838181,1.69893569640538,2.134166441369082,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,177.38,6.614,2.252,-81.618,0.02000376,184.869,1.51,48.24,9.4,0.5913,0.0,0.0,42.883,1.42,0.0,0.0,HAPS,5.225042124501415,1.6988883646256008,3.896706301316253,Desert,"UAV,HAPS,SAT (LEO)"
UE_005,68.77,17.144,11.926,-75.998,0.00100654,526.693,1.13,2.07,9.4,0.2292,0.0,0.0,76.741,4.05,0.0,0.0,HAPS,6.268514675210886,2.997168961094879,1.1216775615991057,Desert,"UAV,HAPS,SAT (LEO)"
UE_006,170.88,7.463,7.119,-80.453,0.00100168,340.72,1.8,4.74,9.4,0.5696,0.0,0.0,59.918,2.62,0.0,0.0,HAPS,5.833991688283418,2.9992709970276517,1.747459210331475,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_007,78.5,-0.069,-4.124,-85.074,0.02000592,61.339,1.21,32.15,9.4,0.2617,37.3,20.07,20.565,0.47,0.0,0.0,HAPS,4.132587233145405,1.6988414721694862,3.5010427166318716,Desert,"UAV,HAPS,SAT (LEO)"
UE_008,60.12,19.041,15.714,-76.402,0.00010002,683.57,0.91,0.96,9.4,0.2004,0.0,0.0,89.999,5.26,0.0,0.0,HAPS,6.528790903926442,3.999913145446275,0.6729444732424258,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_009,220.24,5.114,2.286,-82.039,0.02000229,185.789,2.12,33.93,9.4,0.7341,0.0,0.0,43.002,1.43,0.0,0.0,HAPS,5.229979637551228,1.698920280442766,3.5533460588187404,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,123.61,13.4,7.981,-77.519,0.00100059,372.349,1.42,2.93,9.4,0.412,0.0,0.0,62.932,2.86,0.0,0.0,HAPS,5.922513639026269,2.999743841380875,1.3686394258811698,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_011,141.37,14.125,10.267,-78.258,0.00101396,460.233,1.32,0.1,9.4,0.4712,0.0,0.0,70.934,3.54,0.0,0.0,HAPS,6.13390333830696,2.9939791768445096,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,186.26,-9.587,-12.011,-88.851,0.02000328,11.447,1.78,47.2,9.4,0.6209,18.9,20.0,0.0,0.09,0.0,0.0,HAPS,2.5214796300188405,1.6988987858590292,3.8753590210565547,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_013,183.53,15.15,12.745,-75.544,0.00011168,560.112,1.76,4.12,9.4,0.6118,0.0,0.0,79.608,4.31,0.0,0.0,HAPS,6.329920529090347,3.952024590832174,1.6331544390514163,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_014,133.61,8.541,4.348,-81.148,0.02001388,246.453,1.45,9.72,9.4,0.4454,0.0,0.0,50.217,1.9,0.0,0.0,HAPS,5.51122066498575,1.6986687084814436,2.372111155642656,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,126.19,6.836,4.846,-82.335,0.02000811,262.416,1.18,6.23,9.4,0.4206,0.0,0.0,51.96,2.02,0.0,0.0,HAPS,5.5737345315797455,1.6987939335978268,1.9782390361706734,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,115.33,16.282,13.881,-77.118,0.00011564,606.985,1.22,2.67,9.4,0.3844,0.0,0.0,83.584,4.67,0.0,0.0,HAPS,6.4101502106092,3.9368919132458067,1.3001916620664788,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_017,29.26,31.51,26.79,-68.199,2.096e-05,1157.301,0.44,3.43,9.4,0.0975,0.0,0.0,100.0,8.9,0.0,0.0,HAPS,7.054709555272124,4.678608700968155,1.4883995840570443,Maritime,"UAV,HAPS,SAT (LEO)"
UE_018,128.18,-9.12,-10.98,-88.662,0.02000929,14.4,1.57,32.27,9.4,0.4273,29.12,23.9,0.0,0.11,0.0,0.0,HAPS,2.7343675094195836,1.6987683213647098,3.5046560900303856,Desert,"UAV,HAPS,SAT (LEO)"
UE_019,138.28,24.451,21.178,-72.999,1.669e-05,916.01,1.65,5.53,9.4,0.4609,0.0,0.0,100.0,7.05,0.0,0.0,HAPS,6.8211183773224136,4.777543637299515,1.8764069432883397,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,191.89,-17.779,-19.825,-93.149,0.02000534,1.943,1.65,36.81,9.4,0.6396,23.02,26.51,0.0,0.01,0.0,0.0,HAPS,1.0794294692513358,1.6988540631650966,3.6325736179028416,Maritime,"UAV,HAPS,SAT (LEO)"
UE_001,125.99,-20.528,-24.428,-95.701,0.02000772,0.675,1.63,20.74,9.4,0.42,39.12,34.24,0.0,0.01,0.0,0.0,HAPS,0.5158131652770298,1.6988023989900447,3.0791538816930633,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_002,102.79,10.551,7.331,-79.687,0.00100562,348.403,1.09,1.67,9.4,0.3426,0.0,0.0,60.658,2.68,0.0,0.0,HAPS,5.856225983810777,2.9975660974565956,0.9820784724121582,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,216.69,9.783,6.954,-80.284,0.00100084,334.767,2.01,2.86,9.4,0.7223,0.0,0.0,59.34,2.58,0.0,0.0,HAPS,5.816417467032937,2.9996353453346156,1.3506671834767394,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_004,177.27,6.724,4.0,-81.075,0.02000476,235.583,1.23,33.86,9.4,0.5909,0.0,0.0,48.999,1.81,0.0,0.0,HAPS,5.466299097737166,1.6988666545257534,3.551340040091875,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_005,68.32,21.802,16.971,-73.795,0.00010243,736.619,1.03,2.44,9.4,0.2277,0.0,0.0,94.398,5.67,0.0,0.0,HAPS,6.60342743112971,3.989572823043036,1.235471471385307,Maritime,"UAV,HAPS,SAT (LEO)"
UE_006,170.47,14.885,12.444,-76.097,0.00011162,547.777,1.71,5.69,9.4,0.5682,0.0,0.0,78.553,4.21,0.0,0.0,HAPS,6.307692165912451,3.952257977928528,1.900613874140137,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,78.91,-2.163,-4.774,-86.319,0.02003807,53.923,0.75,38.55,9.4,0.263,37.3,20.18,18.291,0.41,0.0,0.0,HAPS,4.005932204316843,1.6981441105632846,3.677565694213663,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,59.66,20.317,16.422,-74.099,0.00010521,713.43,0.71,3.48,9.4,0.1989,0.0,0.0,92.478,5.49,0.0,0.0,HAPS,6.571485021961671,3.977942975270953,1.4996230464268938,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_009,220.4,5.838,2.912,-82.394,0.02002031,203.217,1.99,21.57,9.4,0.7347,0.0,0.0,45.191,1.56,0.0,0.0,HAPS,5.319183153979339,1.6985292020474425,3.1166215908294443,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,124.1,13.731,10.558,-79.076,0.00100506,471.774,1.35,2.44,9.4,0.4137,0.0,0.0,71.955,3.63,0.0,0.0,HAPS,6.158617473040035,2.9978080105565543,1.235471471385307,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,141.18,11.45,7.771,-78.957,0.00101096,364.573,1.68,2.14,9.4,0.4706,0.0,0.0,62.199,2.8,0.0,0.0,HAPS,5.901465985649359,2.995266027088157,1.144222799920162,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,186.63,-5.821,-10.367,-87.614,0.02000799,16.489,1.66,10.69,9.4,0.6221,18.9,20.04,0.0,0.13,0.0,0.0,HAPS,2.861572111867054,1.6987965383163188,2.458733775483977,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,183.18,15.604,12.595,-77.462,0.00010104,553.968,1.99,3.05,9.4,0.6106,0.0,0.0,79.083,4.26,0.0,0.0,HAPS,6.3189104544265104,3.9955066581544827,1.3987168811184478,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_014,134.07,17.131,12.898,-78.117,0.00010521,566.372,1.39,2.16,9.4,0.4469,0.0,0.0,80.142,4.36,0.0,0.0,HAPS,6.341015173254389,3.977942975270953,1.1505720275988207,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,126.68,9.313,8.304,-78.954,0.00100158,384.443,0.88,1.73,9.4,0.4223,0.0,0.0,64.063,2.96,0.0,0.0,HAPS,5.954393322148849,2.999314355801034,1.0043016091968684,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_016,115.6,21.662,18.288,-73.812,0.00010841,792.538,0.9,0.51,9.4,0.3853,0.0,0.0,99.009,6.1,0.0,0.0,HAPS,6.676501427918747,3.9649306515728586,0.412109650826833,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_017,29.04,29.855,25.546,-71.183,2.16e-05,1103.735,0.28,1.18,9.4,0.0968,0.0,0.0,100.0,8.49,0.0,0.0,HAPS,7.007360766186152,4.665546228742843,0.7793248768009976,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,128.65,-13.957,-14.404,-91.949,0.02000729,6.683,1.24,38.44,9.4,0.4288,29.12,23.99,0.0,0.05,0.0,0.0,HAPS,2.039010095885498,1.6988117328188863,3.6747805297344347,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_019,138.74,19.577,16.436,-75.79,0.00010412,713.997,1.57,1.35,9.4,0.4625,0.0,0.0,92.525,5.49,0.0,0.0,HAPS,6.572278346881009,3.982465836391706,0.8544153281560676,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_000,191.95,-22.982,-25.89,-97.014,0.0200073,0.483,1.47,44.59,9.4,0.6398,23.02,26.52,0.0,0.0,0.0,0.0,HAPS,0.39406706315579504,1.698811515750821,3.8196883942253503,Maritime,"UAV,HAPS,SAT (LEO)"
UE_001,125.72,-19.973,-21.603,-93.197,0.02000399,1.292,1.55,38.26,9.4,0.4191,39.12,34.17,0.0,0.01,0.0,0.0,HAPS,0.8294247988524932,1.6988833712065339,3.670206188848315,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_002,103.27,14.712,10.794,-78.626,0.00102423,481.126,0.74,1.57,9.4,0.3442,0.0,0.0,72.777,3.7,0.0,0.0,HAPS,6.1782054906771355,2.989602507277323,0.9439058989071284,Maritime,"UAV,HAPS,SAT (LEO)"
UE_003,216.91,8.0,7.218,-80.787,0.00100066,344.292,1.54,1.93,9.4,0.723,0.0,0.0,60.263,2.65,0.0,0.0,HAPS,5.844390435868074,2.999713459755675,1.0750024230289759,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,177.16,5.489,1.543,-80.582,0.02000225,166.254,1.24,38.59,9.4,0.5905,0.0,0.0,40.4,1.28,0.0,0.0,HAPS,5.119513615015323,1.6989211489331562,3.678576561118039,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_005,67.87,14.973,10.967,-77.176,0.00100034,488.07,1.12,0.69,9.4,0.2262,0.0,0.0,73.386,3.75,0.0,0.0,HAPS,6.192505628514245,2.9998523645385387,0.5247285289349821,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,170.06,12.481,9.624,-80.837,0.00100574,435.019,1.39,0.55,9.4,0.5669,0.0,0.0,68.684,3.35,0.0,0.0,HAPS,6.077685820381193,2.9975142764620064,0.4382549309311553,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,79.32,2.549,1.059,-82.468,0.02000592,154.25,0.83,48.51,9.4,0.2644,37.3,20.28,38.705,1.19,0.0,0.0,HAPS,5.045036720813588,1.6988414721694862,3.9021746693733315,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,59.2,24.81,22.145,-74.183,3.142e-05,957.464,0.55,4.09,9.4,0.1973,0.0,0.0,100.0,7.37,0.0,0.0,HAPS,6.865332003094908,4.502793805473815,1.6272778305624314,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,220.56,10.996,9.821,-78.541,0.00101989,442.699,1.82,2.14,9.4,0.7352,0.0,0.0,69.372,3.41,0.0,0.0,HAPS,6.0951464046072505,2.9914466660173136,1.144222799920162,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,124.58,9.734,5.51,-79.952,0.02000521,284.418,0.99,0.35,9.4,0.4153,0.0,0.0,54.284,2.19,0.0,0.0,HAPS,5.653954772430261,1.6988568853348816,0.3001045924503381,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_011,140.99,8.645,6.963,-81.032,0.00100877,335.086,1.59,1.1,9.4,0.47,0.0,0.0,59.371,2.58,0.0,0.0,HAPS,5.817367079593934,2.996207841377363,0.7419373447293773,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,186.99,-11.44,-10.99,-91.735,0.0200017,14.368,1.4,30.61,9.4,0.6233,18.9,20.08,0.0,0.11,0.0,0.0,HAPS,2.7322874254662555,1.698933090852144,3.4534735262275262,Maritime,"UAV,HAPS,SAT (LEO)"
UE_013,182.82,6.822,2.552,-82.069,0.0200086,193.093,1.75,13.96,9.4,0.6094,0.0,0.0,43.933,1.49,0.0,0.0,HAPS,5.268337425640051,1.6987832978261137,2.7053799725463312,Desert,"UAV,HAPS,SAT (LEO)"
UE_014,134.54,9.989,7.314,-79.847,0.00100842,347.799,1.61,0.32,9.4,0.4485,0.0,0.0,60.6,2.68,0.0,0.0,HAPS,5.854495825058238,2.996358549114404,0.2776317365982795,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,127.17,15.496,11.858,-76.78,0.00100561,523.934,1.17,3.54,9.4,0.4239,0.0,0.0,76.503,4.03,0.0,0.0,HAPS,6.263272540403206,2.997570416151936,1.5129270120532565,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,115.88,15.257,12.314,-77.453,0.00011297,542.48,0.83,0.12,9.4,0.3863,0.0,0.0,78.099,4.17,0.0,0.0,HAPS,6.2979929073561225,3.947036867400162,0.11332868530700317,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_017,28.82,24.743,22.585,-72.036,1.589e-05,976.348,0.78,0.1,9.4,0.0961,0.0,0.0,100.0,7.51,0.0,0.0,HAPS,6.884842781047114,4.798876075461314,0.09531017980432487,Maritime,"UAV,HAPS,SAT (LEO)"
UE_018,129.13,-7.344,-9.116,-87.824,0.0200095,21.685,1.37,26.83,9.4,0.4304,29.12,24.08,3.094,0.17,0.0,0.0,HAPS,3.121703913115927,1.6987637634137474,3.326114575537799,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_019,139.2,13.264,8.453,-76.836,0.00101359,390.081,1.38,3.02,9.4,0.464,0.0,0.0,64.586,3.0,0.0,0.0,HAPS,5.968914699655783,2.994137682390542,1.3912819026309295,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,192.0,-11.221,-13.575,-89.13,0.02000361,8.058,1.56,32.21,9.4,0.64,23.02,26.53,0.0,0.06,0.0,0.0,HAPS,2.203648345134022,1.6988916212341847,3.5028510353886553,Desert,"UAV,HAPS,SAT (LEO)"
UE_001,125.45,-16.785,-19.062,-93.673,0.02000561,2.313,0.95,7.95,9.4,0.4182,39.12,34.09,0.0,0.02,0.0,0.0,HAPS,1.1978541233177589,1.6988482017941413,2.191653532286764,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_002,103.76,16.329,11.532,-77.529,0.00101686,510.744,0.99,2.19,9.4,0.3459,0.0,0.0,75.362,3.93,0.0,0.0,HAPS,6.237824499997825,2.992738835649958,1.1600209167967532,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,217.13,12.104,8.92,-78.336,0.00101203,407.855,1.51,0.79,9.4,0.7238,0.0,0.0,66.221,3.14,0.0,0.0,HAPS,6.013360569957202,2.99480661291556,0.5822156198526637,Desert,"UAV,HAPS,SAT (LEO)"
UE_004,177.04,6.874,4.597,-83.014,0.02000515,254.371,1.42,10.19,9.4,0.5901,0.0,0.0,51.088,1.96,0.0,0.0,HAPS,5.542717389774784,1.6988581878809677,2.4150205223238337,Desert,"UAV,HAPS,SAT (LEO)"
UE_005,67.41,18.924,15.824,-75.387,0.0001075,688.218,0.93,3.44,9.4,0.2247,0.0,0.0,90.385,5.29,0.0,0.0,HAPS,6.535557621550102,3.968591531708427,1.4906543764441333,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,169.64,16.907,14.451,-75.337,0.00010325,630.685,1.31,0.1,9.4,0.5655,0.0,0.0,85.579,4.85,0.0,0.0,HAPS,6.448390852173938,3.9861099354653193,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,79.72,-8.739,-10.583,-87.707,0.02001134,15.72,1.27,16.06,9.4,0.2657,37.3,20.39,0.0,0.12,0.0,0.0,HAPS,2.8166056076565553,1.6987238291271496,2.836736542063533,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_008,58.74,26.04,22.37,-71.376,2.344e-05,967.138,0.45,0.1,9.4,0.1958,0.0,0.0,100.0,7.44,0.0,0.0,HAPS,6.875374639099054,4.630042374126026,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,220.71,3.904,3.07,-82.509,0.02001431,207.771,2.25,8.29,9.4,0.7357,0.0,0.0,45.745,1.6,0.0,0.0,HAPS,5.3412379574736395,1.6986593777259327,2.2289385528257473,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_010,125.07,21.314,18.554,-73.463,0.0001008,803.856,1.52,1.11,9.4,0.4169,0.0,0.0,99.939,6.18,0.0,0.0,HAPS,6.690663379429695,3.9965394635820166,0.7466879474879752,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,140.79,14.989,11.091,-78.147,0.00101193,493.02,1.34,0.52,9.4,0.4693,0.0,0.0,73.819,3.79,0.0,0.0,HAPS,6.202576002198353,2.994849528238178,0.41871033485818504,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_012,187.35,-6.26,-7.734,-88.552,0.02001548,29.207,1.29,35.69,9.4,0.6245,18.9,20.12,7.932,0.22,0.0,0.0,HAPS,3.4080736856015874,1.698633990405942,3.6025042383671906,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_013,182.46,7.715,2.955,-82.214,0.02001623,204.448,1.59,45.37,9.4,0.6082,0.0,0.0,45.341,1.57,0.0,0.0,HAPS,5.325192960553392,1.6986177172634034,3.8366526984033693,Desert,"UAV,HAPS,SAT (LEO)"
UE_014,135.01,13.069,9.255,-76.549,0.00100914,420.717,0.92,1.63,9.4,0.45,0.0,0.0,67.392,3.24,0.0,0.0,HAPS,6.0443344729587,2.9960485786154503,0.9669838461896731,Maritime,"UAV,HAPS,SAT (LEO)"
UE_015,127.65,13.346,12.799,-78.232,0.00010119,562.314,1.06,2.86,9.4,0.4255,0.0,0.0,79.796,4.33,0.0,0.0,HAPS,6.333837199133454,3.9948623997992647,1.3506671834767394,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,116.17,17.092,14.581,-77.387,0.00011043,636.096,1.39,1.42,9.4,0.3872,0.0,0.0,86.033,4.89,0.0,0.0,HAPS,6.45692035065351,3.9569129239009126,0.883767540168595,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,28.61,31.006,26.023,-70.073,1.779e-05,1124.289,0.63,2.45,9.4,0.0954,0.0,0.0,100.0,8.65,0.0,0.0,HAPS,7.0257951705371084,4.749824027503794,1.2383742310432684,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,129.6,-7.893,-9.821,-88.7,0.02000499,18.59,1.6,34.19,9.4,0.432,29.12,24.16,0.625,0.14,0.0,0.0,HAPS,2.9750192319564492,1.6988616613562968,3.5607619513334936,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,139.65,10.456,8.046,-78.632,0.00100082,374.807,1.12,0.37,9.4,0.4655,0.0,0.0,63.163,2.88,0.0,0.0,HAPS,5.929075713735104,2.999644024020936,0.31481073984003355,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,192.04,-13.398,-15.791,-92.326,0.02000688,4.879,2.04,44.79,9.4,0.6401,23.02,26.53,0.0,0.04,0.0,0.0,HAPS,1.7713866794201178,1.6988206327029813,3.824065726669004,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_001,125.17,-20.968,-25.021,-94.918,0.02001793,0.589,1.45,6.56,9.4,0.4172,39.12,34.02,0.0,0.0,0.0,0.0,HAPS,0.4631048875545789,1.6985808337309578,2.0228711901914416,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_002,104.24,18.784,14.067,-75.6,0.00011378,614.682,1.45,2.4,9.4,0.3475,0.0,0.0,84.233,4.73,0.0,0.0,HAPS,6.42273059647276,3.9439340667512806,1.2237754316221157,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,217.35,16.007,13.725,-76.934,0.00010449,600.524,1.94,0.28,9.4,0.7245,0.0,0.0,83.039,4.62,0.0,0.0,HAPS,6.399466434868116,3.9809252666657757,0.2468600779315258,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_004,176.91,18.354,14.418,-76.036,0.0001027,629.317,1.62,0.87,9.4,0.5897,0.0,0.0,85.464,4.84,0.0,0.0,HAPS,6.446222867438862,3.9884295521739537,0.6259384308664953,Desert,"UAV,HAPS,SAT (LEO)"
UE_005,66.95,24.121,20.78,-71.291,1.755e-05,898.955,0.66,2.12,9.4,0.2232,0.0,0.0,100.0,6.92,0.0,0.0,HAPS,6.802344762074269,4.755722854452033,1.1378330018213911,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_006,169.22,7.786,6.822,-81.199,0.00100277,330.017,1.16,4.22,9.4,0.5641,0.0,0.0,58.876,2.54,0.0,0.0,HAPS,5.802169733574824,2.998798666930654,1.6524974018945473,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,80.13,-2.624,-6.045,-86.531,0.02000068,41.64,1.05,23.99,9.4,0.2671,37.3,20.49,13.842,0.32,0.0,0.0,HAPS,3.752792779857589,1.6989552385529367,3.218475744846861,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_008,58.27,19.541,15.964,-75.391,0.00010056,694.105,1.07,3.9,9.4,0.1942,0.0,0.0,90.875,5.34,0.0,0.0,HAPS,6.54406291329018,3.997574731003339,1.589235205116581,Desert,"UAV,HAPS,SAT (LEO)"
UE_009,220.85,12.6,12.023,-78.941,0.00012049,530.634,1.49,4.04,9.4,0.7362,0.0,0.0,77.081,4.08,0.0,0.0,HAPS,6.275955282656929,3.9190489920161142,1.6174060820832772,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,125.56,16.224,12.96,-77.152,0.00010558,568.951,1.46,1.42,9.4,0.4185,0.0,0.0,80.361,4.38,0.0,0.0,HAPS,6.345550392221121,3.9764183382216443,0.883767540168595,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_011,140.59,12.685,8.812,-79.629,0.00100565,403.695,1.36,0.74,9.4,0.4686,0.0,0.0,65.841,3.11,0.0,0.0,HAPS,6.00313369697476,2.9975531416282433,0.5538851132264376,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_012,187.71,-18.952,-21.254,-94.661,0.02000678,1.4,1.8,37.47,9.4,0.6257,18.9,20.16,0.0,0.01,0.0,0.0,HAPS,0.8754687373538999,1.698822803434086,3.6498787167642037,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_013,182.1,4.914,1.369,-83.542,0.02001242,161.89,1.26,38.69,9.4,0.607,0.0,0.0,39.793,1.25,0.0,0.0,HAPS,5.093075126369514,1.6987003911472822,3.681099266794974,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_014,135.47,7.495,2.457,-81.28,0.02000977,190.456,1.25,23.78,9.4,0.4516,0.0,0.0,43.599,1.47,0.0,0.0,HAPS,5.254658017207621,1.6987579032613704,3.2100368762009963,Desert,"UAV,HAPS,SAT (LEO)"
UE_015,128.15,20.144,17.852,-75.866,0.00010692,773.972,1.2,1.54,9.4,0.4272,0.0,0.0,97.48,5.95,0.0,0.0,HAPS,6.65282689966842,3.9709410458536367,0.9321640810304452,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
