UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_001639,0.009,37.55,34.8581,-57.45,5.9e-09,0.0,1.5,0.4918,3.2211,3e-05,0,0,73.5276,11.927851,WiFi6_2.4GHz,0.0,8.229074385361,0.3999834445389258
UE_001640,0.0014,69.76,67.5901,-25.24,3.8e-09,0.0,1.5,0.433,14.5642,5e-06,0,0,83.8708,12.048412,WiFi6_2.4GHz,0.0,8.420102130396897,0.3597701488460348
UE_001641,0.0045,41.16,41.1152,-53.84,3.8e-09,0.0,1.5,0.337,7.6919,1.5e-05,0,0,77.0772,11.767142,WiFi6_2.4GHz,0.0,8.420102130396897,0.29042829811980614
UE_001642,0.008,31.14,28.0846,-63.86,6.3875e-06,0.0,1.5,0.1402,7.1122,2.7e-05,0,0,69.7691,8.063407,WiFi6_2.4GHz,0.0,5.194669018865928,0.13120368561534443
UE_001643,0.0024,63.3,59.6997,-31.7,7.8e-09,0.0,1.5,0.1737,-2.8918,8e-06,0,0,77.7838,11.780484,WiFi6_2.4GHz,0.0,8.107849722098637,0.16016115212394116
UE_001644,0.0012,64.18,62.5897,-30.82,1.3e-09,0.0,1.5382,0.3967,-11.9828,4e-06,0,0,73.3016,11.928945,WiFi6_2.4GHz,0.0,8.885722703438415,0.33411231132958863
UE_001645,0.0059,42.67,41.2481,-52.33,5e-10,0.0,1.5,0.364,-2.9627,2e-05,0,0,76.682,11.782933,WiFi6_2.4GHz,0.0,9.300162274132754,0.31042155942127037
UE_001646,0.0014,54.96,50.4829,-40.04,1.9e-09,0.0,1.5,0.1074,-4.8264,5e-06,0,0,81.2456,11.576615,WiFi6_2.4GHz,0.0,8.721017883134557,0.10201492540672975
UE_001647,0.0057,70.36,67.6399,-24.64,5.6e-09,0.0,1.5,0.1791,2.1564,1.9e-05,0,0,82.6685,11.448762,WiFi6_2.4GHz,0.0,8.25173442733126,0.1647514356004906
UE_001648,0.0092,57.2,54.2485,-37.8,6e-09,0.0,1.5,0.4921,13.0603,3.1e-05,0,0,77.0263,11.340482,WiFi6_2.4GHz,0.0,8.221776373233903,0.40018452366423884
UE_001649,0.0053,36.91,34.7507,-58.09,2.4e-09,0.0,1.5,0.3536,8.8208,1.8e-05,0,0,75.0421,11.886415,WiFi6_2.4GHz,0.0,8.619607839942972,0.3027677098698218
UE_001650,0.0042,39.95,39.1823,-55.05,7.3e-09,0.0,1.5,0.2131,-11.79,1.4e-05,0,0,75.4734,11.547001,WiFi6_2.4GHz,0.0,8.136617651559213,0.19317906679473665
UE_001651,0.0093,67.16,64.4598,-27.84,8.9e-09,0.0,1.5,0.2736,-7.4752,3.1e-05,0,0,76.5174,11.710004,WiFi6_2.4GHz,0.0,8.050561198963496,0.24184753610798154
UE_001652,0.002,15.1,13.5665,-79.9,0.0009723333,0.0,1.5,0.6525,-8.2337,7e-06,0,0,54.6499,3.585808,WiFi6_2.4GHz,0.0,3.0121848400396734,0.5022892927437043
UE_001653,0.0082,32.98,33.201,-62.02,7.4598e-06,0.0,1.5,0.3787,-2.807,2.7e-05,0,0,70.3596,10.546181,WiFi6_2.4GHz,0.0,5.1272727577491315,0.32114102619544627
UE_001654,0.0012,49.66,48.1504,-45.34,7e-10,0.0,1.5,0.2027,15.0002,4e-06,0,0,78.9519,11.549909,WiFi6_2.4GHz,0.0,9.154281982033341,0.1845690293344339
UE_001655,0.0073,54.6,52.197,-40.4,2.5e-09,0.0,1.5,0.0956,1.3272,2.4e-05,0,0,76.2735,11.692296,WiFi6_2.4GHz,0.0,8.601886308269497,0.09130215840678604
UE_001656,0.0081,63.64,61.6631,-31.36,1.4e-09,0.0,1.5,0.4158,-3.2698,2.7e-05,0,0,77.9898,11.592501,WiFi6_2.4GHz,0.0,8.853561864714225,0.34769474235795184
UE_001657,0.0087,45.45,41.6731,-49.55,6.8e-09,0.0,1.5,0.1153,-4.1735,2.9e-05,0,0,75.3497,11.994338,WiFi6_2.4GHz,0.0,8.167427225153821,0.10912342701835417
UE_001658,0.0072,25.86,25.5716,-69.14,4.183e-07,0.0,1.5,0.3566,6.6841,2.4e-05,0,0,66.08,7.114824,WiFi6_2.4GHz,0.0,6.378511097183742,0.3049815695298421
UE_001659,0.0086,38.21,32.6227,-56.79,4.4e-09,0.0,1.5,0.4388,-11.8698,2.9e-05,0,0,75.0301,11.965121,WiFi6_2.4GHz,0.0,8.356448631437054,0.3638094328393318
UE_001660,0.005,48.84,47.3494,-46.16,5.1e-09,0.0,1.5,0.3243,10.8625,1.7e-05,0,0,77.2021,11.976769,WiFi6_2.4GHz,0.0,8.292344676468813,0.2808840179507816
UE_001661,0.0091,67.36,63.6167,-27.64,8.2e-09,0.0,1.5,0.3265,7.5069,3e-05,0,0,81.05,11.373978,WiFi6_2.4GHz,0.0,8.08613318810376,0.2825438945956573
UE_001662,0.0084,45.76,43.6812,-49.24,4.8e-09,0.0,1.5,0.1412,4.8422,2.8e-05,0,0,76.6812,11.717962,WiFi6_2.4GHz,0.0,8.318668294030834,0.13208034035720786
UE_001663,0.0014,27.18,24.8467,-67.82,8.1267e-06,0.0,1.5,0.4429,-9.4033,5e-06,0,0,63.2114,7.122178,WiFi6_2.4GHz,0.0,5.090085718644963,0.366654977321073
UE_001664,0.0102,26.44,23.7542,-68.56,9.0177e-06,0.0,1.5,0.352,10.7972,3.4e-05,0,0,66.7642,6.919446,WiFi6_2.4GHz,0.0,5.044904168697096,0.30158497762077235
UE_001665,0.01,43.6,42.0945,-51.4,6.2e-09,0.0,1.5,0.005,8.6803,3.3e-05,0,0,80.1676,11.494069,WiFi6_2.4GHz,0.0,8.20753826865305,0.004987541511039074
UE_001666,0.006,58.72,57.2692,-36.28,1.5e-09,0.0,1.5,0.418,-7.9493,2e-05,0,0,75.3783,11.765721,WiFi6_2.4GHz,0.0,8.82361930775673,0.34924742810993575
UE_001667,0.007,10.26,6.4834,-84.74,0.0123000188,0.0,1.5,6.5032,6.5522,2.3e-05,0,0,48.4606,2.044335,WiFi6_2.4GHz,0.0,1.910094224726105,2.0153295962125917
UE_001668,0.0012,65.36,61.2869,-29.64,3.1e-09,0.0,1.5,0.3205,2.8833,4e-06,0,0,75.4829,11.814155,WiFi6_2.4GHz,0.0,8.508498233762674,0.2780104527550499
UE_001669,0.0023,26.91,23.8137,-68.09,6.061e-06,0.0,1.5,0.1879,-11.9211,8e-06,0,0,68.4283,7.197964,WiFi6_2.4GHz,0.0,5.217455644336064,0.1721870423133569
UE_001670,0.0017,29.97,26.4141,-65.03,9.8079e-06,0.0,1.5,0.3587,7.2212,6e-06,0,0,70.7762,7.490369,WiFi6_2.4GHz,0.0,5.008423926529851,0.30652836024814084
UE_001671,0.0071,37.55,34.4021,-57.45,6e-09,0.0,1.5,0.2336,9.331,2.4e-05,0,0,75.5641,11.665221,WiFi6_2.4GHz,0.0,8.221776373233903,0.209936723826928
UE_001672,0.005,57.74,56.0575,-37.26,1.6e-09,0.0,1.5,0.0449,0.6214,1.7e-05,0,0,81.2037,11.712821,WiFi6_2.4GHz,0.0,8.7956086680807,0.04392118705792815
UE_001673,0.0056,30.24,28.7483,-64.76,8.3153e-06,0.0,1.5,0.3579,-9.674,1.9e-05,0,0,70.7077,7.98492,WiFi6_2.4GHz,0.0,5.080122025425454,0.305939388722612
UE_001674,0.003,45.01,40.6385,-49.99,9.5e-09,0.0,1.5,0.0032,-6.9369,1e-05,0,0,74.0826,11.280736,WiFi6_2.4GHz,0.0,8.022230681908425,0.003194890896519197
UE_001675,0.0106,69.77,65.9706,-25.23,6.8e-09,0.0,1.5,0.3015,-15.828,3.5e-05,0,0,77.1254,11.656702,WiFi6_2.4GHz,0.0,8.167427225153821,0.263517445452483
UE_001676,0.0109,27.42,25.9522,-67.58,5.8821e-06,0.0,1.5,0.3395,-0.1092,3.6e-05,0,0,68.8226,6.901505,WiFi6_2.4GHz,0.0,5.230467522609282,0.2922964100025264
UE_001677,0.0049,23.51,21.2624,-71.49,0.0004736365,0.0,1.5,0.7654,-3.5416,1.6e-05,0,0,64.7819,5.161458,WiFi6_2.4GHz,0.0,3.3245548359049835,0.5683772936039955
UE_001678,0.0034,15.14,11.4059,-79.86,0.0001194031,0.0,1.5,0.6793,-2.0696,1.1e-05,0,0,55.9308,3.303157,WiFi6_2.4GHz,0.0,3.9229843940634326,0.5183770399188252
UE_001679,0.005,31.2,28.8105,-63.8,3.7149e-06,0.0,1.5,0.2815,-14.0724,1.7e-05,0,0,69.9382,7.794247,WiFi6_2.4GHz,0.0,5.43005275545027,0.24803126682198873
UE_001680,0.005,33.19,31.3897,-61.81,4.3667e-06,0.0,1.5,0.4326,-2.0105,1.7e-05,0,0,76.1474,10.971539,WiFi6_2.4GHz,0.0,5.359846544395518,0.35949097519821377
UE_001681,0.0016,21.36,18.7645,-73.64,0.0004259897,0.0,1.5,1.2081,-6.2821,5e-06,0,0,59.5659,5.565031,WiFi6_2.4GHz,0.0,3.3706009005520636,0.7921324172443668
UE_001682,0.003,39.93,37.9324,-55.07,1.9e-09,0.0,1.5,0.4536,-5.7475,1e-05,0,0,81.9133,11.612052,WiFi6_2.4GHz,0.0,8.721017883134557,0.37404323809982437
UE_001683,0.0096,28.8,26.0472,-66.2,1.2718e-06,0.0,1.5,0.3048,-0.5294,3.2e-05,0,0,67.6188,7.34482,WiFi6_2.4GHz,0.0,5.895580837872369,0.2660497723246671
UE_001684,0.0051,69.67,65.6654,-25.33,9e-10,0.0,1.5,0.1485,0.7445,1.7e-05,0,0,74.2903,11.615237,WiFi6_2.4GHz,0.0,9.045275209020938,0.1384567431470159
UE_001685,0.0027,22.5,21.2353,-72.5,0.0008681737,0.0,1.5428,0.8371,-11.748,9e-06,0,0,59.8135,5.40115,WiFi6_2.4GHz,0.0,3.061393374087701,0.6081882413327544
UE_001686,0.0064,41.7,40.7142,-53.3,9.6e-09,0.0,1.5,0.3772,-9.911,2.1e-05,0,0,78.7702,11.950461,WiFi6_2.4GHz,0.0,8.017683530307934,0.32005245248223163
UE_001687,0.0045,21.07,16.615,-73.93,0.0009535959,0.0,1.6312,1.5923,3.3258,1.5e-05,0,0,61.3541,5.173122,WiFi6_2.4GHz,0.0,3.0206356244000925,0.9525455125333262
UE_001688,0.0043,25.95,25.5068,-69.05,2.2641e-06,0.0,1.5,0.1975,14.9203,1.4e-05,0,0,67.9117,7.311931,WiFi6_2.4GHz,0.0,5.64510420347127,0.18023605030293327
UE_001689,0.0082,45.85,44.0995,-49.15,2.6e-09,0.0,1.5,0.3852,-4.1923,2.7e-05,0,0,78.2545,11.257083,WiFi6_2.4GHz,0.0,8.584859647804127,0.32584453354612986
UE_001690,0.0034,24.36,21.3404,-70.64,0.0006228154,0.0,1.5938,0.6353,-6.1774,1.1e-05,0,0,65.3719,5.818126,WiFi6_2.4GHz,0.0,3.2056406567227076,0.4918262737562078
UE_001691,0.0056,55.45,54.5366,-39.55,3.5e-09,0.0,1.5,0.2971,-9.1675,1.9e-05,0,0,81.625,11.732188,WiFi6_2.4GHz,0.0,8.455807889234967,0.26013100336449035
UE_001692,0.0096,45.8,42.1944,-49.2,2.9e-09,0.0,1.5,0.496,-6.0198,3.2e-05,0,0,78.9896,11.80053,WiFi6_2.4GHz,0.0,8.537452271197337,0.4027948795522855
UE_001693,0.0078,35.62,34.5716,-59.38,3.2e-09,0.0,1.5,0.0402,-1.9101,2.6e-05,0,0,73.4218,11.881695,WiFi6_2.4GHz,0.0,8.494714325855867,0.03941300235683504
UE_001694,0.0048,46.66,44.6632,-48.34,5.3e-09,0.0,1.5,0.3621,-2.8657,1.6e-05,0,0,78.5578,11.399302,WiFi6_2.4GHz,0.0,8.275642195773573,0.3090276264711589
UE_001695,0.0107,43.7,43.0728,-51.3,5.7e-09,0.0,1.5,0.2856,-14.4426,3.6e-05,0,0,78.1654,11.694093,WiFi6_2.4GHz,0.0,8.244048958995869,0.25122553544116577
UE_001696,0.0108,19.28,17.535,-75.72,0.0003501806,0.0,1.5,1.3621,13.097,3.6e-05,0,0,57.1002,5.064914,WiFi6_2.4GHz,0.0,3.4557079162537354,0.8595510538815252
UE_001697,0.0098,19.87,16.519,-75.13,0.0001012379,0.0,1.5458,1.3405,-0.2417,3.3e-05,0,0,58.6748,4.331784,WiFi6_2.4GHz,0.0,3.9946568677963548,0.8503645817579882
UE_001698,0.0025,24.88,22.625,-70.12,0.0001022539,0.0,1.6598,1.5711,10.757,8e-06,0,0,66.5755,5.350798,WiFi6_2.4GHz,0.0,3.9903201146119964,0.9443338228987979
UE_001699,0.0029,87.45,85.4907,-7.55,4e-10,0.0,1.5,0.1433,0.3716,1e-05,0,0,78.3572,11.743568,WiFi6_2.4GHz,0.0,9.396855627379818,0.1339188175657872
UE_001700,0.0057,37.46,35.2886,-57.54,2e-10,0.0,1.5,0.397,-1.8442,1.9e-05,0,0,73.749,11.627155,WiFi6_2.4GHz,0.0,9.69680394257951,0.3343270802748248
UE_001701,0.001,46.49,43.9171,-48.51,8.5e-09,0.0,1.5,0.3015,-4.5824,3e-06,0,0,77.6165,11.617083,WiFi6_2.4GHz,0.0,8.07052998382251,0.263517445452483
UE_001702,0.0065,35.07,33.6233,-59.93,6.2e-09,0.0,1.5,0.3025,-0.1008,2.2e-05,0,0,72.9578,11.967794,WiFi6_2.4GHz,0.0,8.20753826865305,0.2642854946453849
UE_001703,0.0033,25.34,24.192,-69.66,8.4536e-06,0.0,1.5,0.3331,4.5828,1.1e-05,0,0,66.0313,7.344616,WiFi6_2.4GHz,0.0,5.072958254210762,0.28750705713749425
UE_001704,0.0083,54.51,52.0239,-40.49,9e-09,0.0,1.5,0.2431,6.0445,2.8e-05,0,0,79.8587,11.539729,WiFi6_2.4GHz,0.0,8.045709238298873,0.2176082598155327
UE_001705,0.0038,46.08,42.743,-48.92,2.1e-09,0.0,1.5,0.4843,-11.509,1.3e-05,0,0,78.4106,11.652215,WiFi6_2.4GHz,0.0,8.677573947594047,0.3949432806485822
UE_001706,0.0098,16.24,10.5293,-78.76,0.0006952743,0.0,1.5,1.8498,-14.8126,3.3e-05,0,0,58.4346,3.514541,WiFi6_2.4GHz,0.0,3.157843822879817,1.0472488163795515
UE_001707,0.0099,84.71,80.7717,-10.29,2e-10,0.0,1.5,0.2975,12.4694,3.3e-05,0,0,79.9338,11.399957,WiFi6_2.4GHz,0.0,9.69680394257951,0.26043933605790665
UE_001708,0.0076,34.83,30.7155,-60.17,6.7805e-06,0.0,1.5,0.1751,0.9173,2.5e-05,0,0,75.5995,10.486869,WiFi6_2.4GHz,0.0,5.168738215646673,0.16135325035775827
UE_001709,0.0088,15.22,11.445,-79.78,0.0001345476,0.0,1.5,0.7165,-1.4967,2.9e-05,0,0,55.4086,3.527936,WiFi6_2.4GHz,0.0,3.871124041354336,0.5402873339156097
UE_001710,0.008,37.66,34.5605,-57.34,1.4e-09,0.0,1.5,0.3455,-15.578,2.7e-05,0,0,77.2114,12.014117,WiFi6_2.4GHz,0.0,8.853561864714225,0.29676569118482343
UE_001711,0.009,30.77,27.7632,-64.23,7.5203e-06,0.0,1.5,0.0585,-11.0012,3e-05,0,0,65.5153,7.582162,WiFi6_2.4GHz,0.0,5.123764776426585,0.0568528115927828
UE_001712,0.0083,28.76,24.8517,-66.24,5.4315e-06,0.0,1.5,0.4588,1.6156,2.8e-05,0,0,71.1689,7.773021,WiFi6_2.4GHz,0.0,5.265080136168835,0.3776141799523881
UE_001713,0.0019,83.49,79.9356,-11.51,5.5e-09,0.0,1.5,0.0024,-9.9061,6e-06,0,0,78.7529,11.845834,WiFi6_2.4GHz,0.0,8.259558355050235,0.0023971245997214934
UE_001714,0.0032,26.54,25.6245,-68.46,5.2268e-06,0.0,1.5,0.3903,3.6966,1.1e-05,0,0,62.3444,6.758637,WiFi6_2.4GHz,0.0,5.28176403448176,0.32951955119336057
UE_001715,0.0097,63.14,61.0959,-31.86,6.1e-09,0.0,1.5,0.4718,-15.272,3.2e-05,0,0,75.8317,11.402804,WiFi6_2.4GHz,0.0,8.214598975007613,0.3864861415103616
UE_001716,0.0058,57.92,53.4293,-37.08,3.4e-09,0.0,1.5,0.3433,-3.064,1.9e-05,0,0,78.6106,11.728354,WiFi6_2.4GHz,0.0,8.468393368067279,0.29512927308683046
UE_001717,0.002,20.82,18.4352,-74.18,0.0004319307,0.0,1.5,1.8145,3.3646,7e-06,0,0,58.7831,4.900067,WiFi6_2.4GHz,0.0,3.3645859258413116,1.0347846259219442
UE_001718,0.008,34.39,31.4986,-60.61,1.7057e-06,0.0,1.5,0.2457,0.6937,2.7e-05,0,0,73.9432,10.510589,WiFi6_2.4GHz,0.0,5.768097095929794,0.21969762090990994
UE_001719,0.0036,29.39,26.026,-65.61,5.8573e-06,0.0,1.5,0.1974,15.8942,1.2e-05,0,0,67.832,7.838542,WiFi6_2.4GHz,0.0,5.232302457501808,0.1801525395091146
UE_001720,0.0048,29.91,24.6563,-65.09,7.196e-06,0.0,1.5,0.0818,5.2054,1.6e-05,0,0,70.3001,8.186234,WiFi6_2.4GHz,0.0,5.142908784974283,0.07862632045518954
UE_001721,0.0094,34.66,30.1615,-60.34,2.4937e-06,0.0,1.5,0.0465,-0.0294,3.1e-05,0,0,75.2625,10.32152,WiFi6_2.4GHz,0.0,5.603155620558625,0.04545126290391737
UE_001722,0.0058,18.68,16.2388,-76.32,0.0001642438,0.0,1.5,1.9703,-4.9094,1.9e-05,0,0,58.9389,3.461502,WiFi6_2.4GHz,0.0,3.784511012893283,1.0886629578144416
UE_001723,0.0106,55.4,52.1341,-39.6,1.2e-09,0.0,1.5,0.0945,3.1481,3.5e-05,0,0,74.9355,11.601876,WiFi6_2.4GHz,0.0,8.920456992597094,0.09029763798078058
UE_001724,0.002,21.91,17.7276,-73.09,0.0009863699,0.0,1.5,1.7147,-15.9427,7e-06,0,0,59.6924,5.007829,WiFi6_2.4GHz,0.0,3.0059601886721095,0.9986814500430602
UE_001725,0.004,61.82,58.572,-33.18,2.4e-09,0.0,1.5,0.1999,-3.9618,1.3e-05,0,0,74.3548,11.705707,WiFi6_2.4GHz,0.0,8.619607839942972,0.18223821998820616
UE_001726,0.0077,48.7,44.5827,-46.3,4.1e-09,0.0,1.5,0.3629,-0.1854,2.6e-05,0,0,74.02,11.586829,WiFi6_2.4GHz,0.0,8.387110230712516,0.30961478245133023
UE_001727,0.0048,69.79,69.034,-25.21,4.9e-09,0.0,1.5,0.2268,-10.0792,1.6e-05,0,0,79.4301,11.503088,WiFi6_2.4GHz,0.0,8.30971529748737,0.20440915325795941
UE_001728,0.0018,18.61,13.9087,-76.39,0.0005336561,0.0,1.5,1.6448,-4.2123,6e-06,0,0,61.2277,3.568272,WiFi6_2.4GHz,0.0,3.2727385211566804,0.9725954480846227
UE_001729,0.0096,42.68,40.8667,-52.32,5.3e-09,0.0,1.5,0.0275,-0.9913,3.2e-05,0,0,77.8198,11.961207,WiFi6_2.4GHz,0.0,8.275642195773573,0.02712866738825262
UE_001730,0.0022,60.95,56.5557,-34.05,1.7e-09,0.0,1.5,0.1727,-8.922,7e-06,0,0,75.5636,11.941661,WiFi6_2.4GHz,0.0,8.769295686387432,0.15930878248488176
UE_001731,0.0076,54.71,50.8462,-40.29,3.7e-09,0.0,1.5,0.3421,3.2067,2.5e-05,0,0,80.0311,11.51769,WiFi6_2.4GHz,0.0,8.431680914904888,0.29423555142162316
UE_001732,0.0087,28.12,23.968,-66.88,8.8611e-06,0.0,1.5,0.0449,0.565,2.9e-05,0,0,65.4132,7.69208,WiFi6_2.4GHz,0.0,5.052512313268982,0.04392118705792815
UE_001733,0.0039,32.6,30.5906,-62.4,7.19e-07,0.0,1.5,0.4427,14.9425,1.3e-05,0,0,71.8728,10.416117,WiFi6_2.4GHz,0.0,6.143270505591833,0.3665163579695896
UE_001734,0.0043,41.47,38.0482,-53.53,4.8e-09,0.0,1.5,0.089,-12.2022,1.4e-05,0,0,80.037,11.43935,WiFi6_2.4GHz,0.0,8.318668294030834,0.08525984395082342
UE_001735,0.0066,19.83,17.8407,-75.17,0.0004505341,0.0,1.5,0.9926,4.8431,2.2e-05,0,0,56.4792,4.73943,WiFi6_2.4GHz,0.0,3.3462723316202516,0.6894403186286189
UE_001736,0.0113,37.28,33.7514,-57.72,1.2e-09,0.0,1.5,0.1171,-13.6657,3.8e-05,0,0,75.7037,11.599201,WiFi6_2.4GHz,0.0,8.920456992597094,0.11073604159466563
UE_001737,0.002,23.47,20.1895,-71.53,0.000604545,0.0,1.5,0.6545,-0.3686,7e-06,0,0,60.7514,5.283011,WiFi6_2.4GHz,0.0,3.218571365674065,0.5034988483795297
UE_001738,0.003,53.83,50.2279,-41.17,7e-10,0.0,1.5,0.277,12.7961,1e-05,0,0,76.6898,11.674525,WiFi6_2.4GHz,0.0,9.154281982033341,0.24451357705040225
UE_001739,0.0017,28.29,25.5312,-66.71,5.8602e-06,0.0,1.5,0.204,5.1318,6e-06,0,0,67.4747,7.970374,WiFi6_2.4GHz,0.0,5.232087487788427,0.1856493468866293
UE_001740,0.0096,28.55,26.6822,-66.45,2.1576e-06,0.0,1.5,0.2385,3.1238,3.2e-05,0,0,69.1343,8.003171,WiFi6_2.4GHz,0.0,5.6660288652693005,0.2139009699472772
UE_001741,0.0083,68.46,67.3783,-26.54,6.6e-09,0.0,1.5,0.0159,8.9675,2.8e-05,0,0,80.1094,11.773122,WiFi6_2.4GHz,0.0,8.180390267248415,0.015774919115362215
UE_001742,0.0026,56.56,52.6046,-38.44,7.9e-09,0.0,1.5,0.001,-3.7471,9e-06,0,0,80.3899,11.510931,WiFi6_2.4GHz,0.0,8.10231793820358,0.0009995003330835331
UE_001743,0.0011,22.52,21.0518,-72.48,0.0005873451,0.0,1.5,0.8938,7.8084,4e-06,0,0,61.097,5.070422,WiFi6_2.4GHz,0.0,3.231106649313041,0.6385853925672627
UE_001744,0.0102,24.59,21.4046,-70.41,0.0006492134,0.0,1.5,1.7056,15.8157,3.4e-05,0,0,62.7605,5.556661,WiFi6_2.4GHz,0.0,3.187612524088745,0.9953236991621788
UE_001745,0.0083,30.8,26.0438,-64.2,4.9547e-06,0.0,1.5,0.4613,13.7361,2.8e-05,0,0,71.6155,7.726988,WiFi6_2.4GHz,0.0,5.304982548639481,0.3793264504984696
UE_001746,0.0023,72.94,68.2861,-22.06,1.2e-09,0.0,1.5,0.1013,1.6379,8e-06,0,0,75.34,11.507955,WiFi6_2.4GHz,0.0,8.920456992597094,0.09649130018876124
UE_001747,0.0062,30.7,27.9389,-64.3,5.2565e-06,0.0,1.5,0.1473,-8.3606,2.1e-05,0,0,68.2168,7.697592,WiFi6_2.4GHz,0.0,5.279303248629745,0.13741135582296024
UE_001748,0.0011,12.8,11.8465,-82.2,0.0194455375,0.0,1.5,4.6683,1.2262,4e-06,0,0,50.8772,2.345548,WiFi6_2.4GHz,0.0,1.7111800478627763,1.7348892491504122
UE_001749,0.0059,28.32,25.5063,-66.68,5.3703e-06,0.0,1.5,0.4081,-12.1924,2e-05,0,0,67.1828,7.42107,WiFi6_2.4GHz,0.0,5.270001371846897,0.3422412779411289
UE_001750,0.0109,29.82,27.7583,-65.18,3.7697e-06,0.0,1.5,0.1752,-4.4258,3.6e-05,0,0,68.564,7.934629,WiFi6_2.4GHz,0.0,5.42369309520528,0.1614383458775305
UE_001751,0.003,75.48,70.0247,-19.52,4.3e-09,0.0,1.5,0.0449,-11.5168,1e-05,0,0,82.7144,11.621705,WiFi6_2.4GHz,0.0,8.366430557445907,0.04392118705792815
UE_001752,0.0023,25.42,22.6702,-69.58,7.9638e-06,0.0,1.5,0.136,-11.5492,8e-06,0,0,64.6682,6.805637,WiFi6_2.4GHz,0.0,5.098879600689038,0.12751332029895962
UE_001753,0.0056,27.94,25.4587,-67.06,4.7701e-06,0.0,1.5,0.0085,10.1391,1.9e-05,0,0,67.0777,7.128457,WiFi6_2.4GHz,0.0,5.3214724253040595,0.008464078412129412
UE_001754,0.0037,24.97,25.4024,-70.03,0.0008611904,0.0,1.5,1.901,-4.8853,1.2e-05,0,0,63.0199,5.028104,WiFi6_2.4GHz,0.0,3.0649008195545013,1.065055505139267
UE_001755,0.0087,24.24,19.882,-70.76,0.0006137114,0.0,1.5,1.4365,7.8906,2.9e-05,0,0,62.4186,5.542602,WiFi6_2.4GHz,0.0,3.2120358086935874,0.8905625833014239
UE_001756,0.0025,34.3,33.2973,-60.7,8.335e-06,0.0,1.5,0.2388,3.8718,8e-06,0,0,73.0778,10.367864,WiFi6_2.4GHz,0.0,5.079094343731062,0.2141431691169107
UE_001757,0.0014,43.26,39.5675,-51.74,1e-10,0.0,1.5,0.1191,-7.7577,5e-06,0,0,79.514,11.880015,WiFi6_2.4GHz,0.0,9.995678626217357,0.11252479084184443
UE_001758,0.0048,62.72,60.1001,-32.28,8e-09,0.0,1.5,0.1213,-4.2313,1.6e-05,0,0,78.9274,11.86486,WiFi6_2.4GHz,0.0,8.09685572959046,0.11448872648469798
UE_001759,0.0058,21.45,17.1871,-73.55,7.07892e-05,0.0,1.5,1.666,14.0035,1.9e-05,0,0,62.4482,5.24826,WiFi6_2.4GHz,0.0,4.150032989539342,0.9805792217565169
UE_001760,0.0063,10.94,7.714,-84.06,0.0119487158,0.0,1.5,3.2008,6.2687,2.1e-05,0,0,54.4295,1.991653,WiFi6_2.4GHz,0.0,1.9226787683986093,1.4352749833415126
UE_001761,0.0018,22.78,21.3848,-72.22,0.0007993142,0.0,1.5,1.2034,4.2022,6e-06,0,0,64.8164,5.489116,WiFi6_2.4GHz,0.0,3.097282471077226,0.7900016219238275
UE_001762,0.0046,59.82,58.5521,-35.18,2.3e-09,0.0,1.5,0.3993,8.5746,1.5e-05,0,0,75.5169,11.601089,WiFi6_2.4GHz,0.0,8.638083381331356,0.3359721115795306
UE_001763,0.0018,44.98,44.1428,-50.02,6.9e-09,0.0,1.5,0.1513,-15.9362,6e-06,0,0,80.8635,11.421433,WiFi6_2.4GHz,0.0,8.161087972594002,0.1408917386974817
UE_001764,0.0033,18.42,15.5525,-76.58,0.0001062976,0.0,1.5,1.5741,15.5824,1.1e-05,0,0,58.7414,3.273423,WiFi6_2.4GHz,0.0,3.973476536833419,0.9454999584581418
UE_001765,0.0051,18.59,14.4601,-76.41,0.0003075797,0.0,1.5744,1.3283,7.2943,1.7e-05,0,0,58.5707,3.377138,WiFi6_2.4GHz,0.0,3.5120423295812153,0.8451383875460659
UE_001766,0.0022,51.6,46.3341,-43.4,1.5e-09,0.0,1.5,0.2987,9.6743,7e-06,0,0,80.9769,11.468872,WiFi6_2.4GHz,0.0,8.82361930775673,0.26136376413390755
UE_001767,0.0113,50.83,49.6695,-44.17,4.1e-09,0.0,1.5,0.2919,-2.2042,3.8e-05,0,0,81.1675,11.879139,WiFi6_2.4GHz,0.0,8.387110230712516,0.2561140029841185
UE_001768,0.0074,45.79,41.9984,-49.21,5.6e-09,0.0,1.5,0.2954,-1.4456,2.5e-05,0,0,76.6142,11.420493,WiFi6_2.4GHz,0.0,8.25173442733126,0.2588195277666796
UE_001769,0.0025,44.83,41.1982,-50.17,7.6e-09,0.0,1.5,0.1325,-7.0661,8e-06,0,0,78.1337,11.544384,WiFi6_2.4GHz,0.0,8.119129267467576,0.12442757837505204
UE_001770,0.0111,29.38,25.8888,-65.62,1.8195e-06,0.0,1.5,0.1983,-1.6137,3.7e-05,0,0,69.8306,7.64467,WiFi6_2.4GHz,0.0,5.740047701388896,0.18090388570633387
