UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type
UE_002,1.1583,27.739,24.894,-53.763,4.78e-06,115.838,1.28,0.42,-75.8,0.0039,0.0,0.0,100.0,8.27,249.4,19.31,UAV
UE_003,1.0587,37.035,35.12,-53.253,1.187e-05,163.34,1.07,0.42,109.5,0.0035,0.0,0.0,100.0,11.67,340.0,13.69,UAV
UE_004,1.2637,30.548,25.274,-54.93,3.218e-05,117.6,1.27,0.12,-106.3,0.0042,0.0,0.0,100.0,8.4,273.7,14.27,UAV
UE_005,1.1437,31.828,27.813,-52.447,1.179e-05,129.381,1.25,0.41,72.1,0.0038,0.0,0.0,100.0,9.24,311.1,11.35,UAV
UE_006,1.4311,28.175,26.902,-56.541,1.386e-05,125.154,1.64,2.58,-93.2,0.0048,0.0,0.0,100.0,8.94,336.3,15.27,UAV
UE_007,1.9325,24.855,22.143,-58.114,8.75e-06,103.106,1.67,0.27,48.7,0.0064,14.85,0.82,100.0,7.36,250.9,16.12,UAV
UE_008,1.555,28.119,23.675,-56.795,7.43e-06,110.192,1.45,0.21,111.2,0.0052,0.0,0.0,100.0,7.87,65.4,16.29,UAV
UE_009,1.1095,34.456,33.834,-52.783,1.76e-06,157.36,1.9,0.42,117.0,0.0037,0.0,0.0,100.0,11.24,455.9,16.89,UAV
UE_010,2.212,24.53,20.793,-56.678,1.067e-05,96.868,1.3,1.04,5.8,0.0074,0.0,0.0,100.0,6.92,158.6,12.87,UAV
UE_011,1.5328,25.445,21.847,-57.033,5.17e-06,101.734,1.33,2.57,-89.9,0.0051,40.31,2.42,100.0,7.27,129.2,15.25,UAV
UE_012,2.3231,24.678,24.498,-57.744,7.49e-06,114.005,1.48,0.73,-22.5,0.0077,0.0,0.0,100.0,8.14,342.5,11.3,UAV
UE_013,1.4886,31.131,28.09,-54.432,9.13e-06,130.668,1.17,0.93,97.5,0.005,28.87,1.47,100.0,9.33,402.8,16.32,UAV
UE_014,2.0262,25.367,22.727,-57.463,7.57e-06,105.802,1.89,0.1,-97.7,0.0068,0.0,0.0,100.0,7.56,434.8,16.09,UAV
UE_015,0.6317,35.56,31.555,-51.347,2.526e-05,146.766,1.57,0.25,61.6,0.0021,0.0,0.0,100.0,10.48,116.7,10.02,UAV
UE_016,0.5498,41.475,38.249,-47.826,8.04e-06,177.887,1.72,0.52,-77.4,0.0018,0.0,0.0,100.0,12.71,206.2,11.18,UAV
UE_017,0.2821,52.444,48.114,-43.859,1.22e-06,223.762,1.3,0.1,-39.2,0.0009,0.0,0.0,100.0,15.98,173.9,19.99,UAV
UE_018,1.4975,30.364,28.325,-53.568,1.156e-05,131.76,1.02,0.96,121.9,0.005,0.0,0.0,100.0,9.41,98.5,15.6,UAV
UE_019,1.0231,30.618,29.51,-54.713,9.63e-06,137.266,1.72,0.48,73.0,0.0034,0.0,0.0,100.0,9.8,189.7,12.01,UAV
UE_000,0.5599,39.02,36.042,-50.368,5.19e-06,167.625,1.3,0.23,27.6,0.0019,0.0,0.0,100.0,11.97,147.2,13.08,UAV
UE_001,1.4865,33.02,29.277,-54.637,8.69e-06,136.18,1.32,0.15,-71.7,0.005,0.0,0.0,100.0,9.73,411.1,10.06,UAV
UE_002,1.3251,27.791,24.13,-55.648,3.145e-05,112.297,1.04,0.93,-67.7,0.0044,0.0,0.0,100.0,8.02,239.8,17.24,UAV
UE_003,1.0157,36.51,35.004,-51.787,1.94e-06,162.797,1.31,0.26,-94.0,0.0034,0.0,0.0,100.0,11.63,299.1,11.76,UAV
UE_004,1.3897,27.387,23.631,-56.082,2.047e-05,109.99,1.73,0.87,-124.5,0.0046,0.0,0.0,100.0,7.86,265.9,16.72,UAV
UE_005,0.9853,37.248,32.454,-52.628,1.078e-05,150.946,1.57,0.62,104.5,0.0033,0.0,0.0,100.0,10.78,296.3,16.46,UAV
UE_006,1.2447,29.972,27.855,-55.469,3.45e-06,129.577,1.31,1.5,115.5,0.0041,0.0,0.0,100.0,9.26,301.4,18.92,UAV
UE_007,2.1016,24.629,23.1,-58.049,1.315e-05,107.529,1.68,0.2,-53.9,0.007,14.85,0.89,100.0,7.68,240.8,17.84,UAV
UE_008,1.4129,32.334,29.058,-51.464,1.495e-05,135.165,1.66,2.38,-125.2,0.0047,0.0,0.0,100.0,9.65,76.7,18.35,UAV
UE_009,0.9881,34.617,32.153,-51.481,1.17e-06,149.548,1.19,0.56,91.1,0.0033,0.0,0.0,100.0,10.68,449.2,13.16,UAV
UE_010,2.1012,23.572,20.984,-57.362,1.01e-05,97.75,1.81,0.14,-7.6,0.007,0.0,0.0,100.0,6.98,167.9,16.85,UAV
UE_011,1.6547,21.989,17.171,-57.681,1.055e-05,80.239,1.26,0.37,79.8,0.0055,40.31,2.62,95.097,5.73,116.1,13.54,UAV
UE_012,2.2522,22.496,20.622,-59.255,1.279e-05,96.081,1.58,0.84,20.6,0.0075,0.0,0.0,100.0,6.86,330.9,10.31,UAV
UE_013,1.6679,23.509,21.19,-57.975,9.95e-06,98.701,1.36,0.45,110.1,0.0056,28.87,1.65,100.0,7.05,414.2,18.42,UAV
UE_014,2.1823,23.003,19.667,-57.439,6.55e-06,91.682,1.69,0.95,-96.8,0.0073,0.0,0.0,100.0,6.55,436.2,15.95,UAV
UE_015,0.5356,35.839,35.362,-52.866,1.598e-05,164.463,1.03,0.19,104.8,0.0018,0.0,0.0,100.0,11.75,115.4,17.05,UAV
UE_016,0.4247,42.672,39.731,-49.057,2.009e-05,184.777,1.22,0.9,-97.9,0.0014,0.0,0.0,100.0,13.2,208.8,14.14,UAV
UE_017,0.3381,46.149,42.295,-46.551,1.001e-05,196.7,1.2,1.55,28.5,0.0011,0.0,0.0,100.0,14.05,125.9,14.52,UAV
UE_018,1.3916,27.581,24.785,-56.458,4.14e-06,115.336,1.72,0.1,-101.7,0.0046,0.0,0.0,100.0,8.24,95.7,13.02,UAV
UE_019,0.9102,32.536,29.992,-53.519,3.03e-06,139.505,1.41,0.93,-108.1,0.003,0.0,0.0,100.0,9.96,94.8,17.78,UAV
UE_000,0.5509,42.024,40.102,-50.296,4.45e-06,186.505,1.45,0.27,21.7,0.0018,0.0,0.0,100.0,13.32,147.7,10.25,UAV
UE_001,1.5724,35.904,33.444,-51.48,6.95e-06,155.548,1.67,0.7,84.8,0.0052,0.0,0.0,100.0,11.11,419.2,11.9,UAV
UE_002,1.4736,26.608,23.182,-56.806,2.84e-06,107.909,1.14,0.95,-59.8,0.0049,0.0,0.0,100.0,7.71,231.3,15.24,UAV
UE_003,1.0894,35.653,33.417,-51.502,1.815e-05,155.42,1.85,0.38,149.7,0.0036,0.0,0.0,100.0,11.1,364.2,18.72,UAV
UE_004,1.5239,28.84,25.937,-55.807,5e-06,120.678,1.66,0.5,-124.8,0.0051,0.0,0.0,100.0,8.62,258.2,16.77,UAV
UE_005,0.8469,37.314,33.384,-52.114,1.534e-05,155.266,1.48,0.1,92.7,0.0028,0.0,0.0,100.0,11.09,283.2,14.59,UAV
UE_006,1.3435,28.326,26.078,-56.265,1.1e-06,121.331,1.63,0.93,-61.3,0.0045,0.0,0.0,100.0,8.67,319.9,10.04,UAV
UE_007,1.9504,25.06,20.294,-58.335,6.17e-06,94.568,1.43,0.42,48.1,0.0065,14.85,0.83,100.0,6.75,249.8,15.94,UAV
UE_008,1.4928,27.745,22.188,-56.088,1.523e-05,103.31,1.6,0.14,71.4,0.005,0.0,0.0,100.0,7.38,70.2,10.46,UAV
UE_009,0.87,41.873,40.655,-49.145,1.089e-05,189.078,1.29,0.1,90.9,0.0029,0.0,0.0,100.0,13.51,442.6,13.12,UAV
UE_010,2.2261,21.699,19.33,-57.385,2.892e-05,90.133,1.19,2.07,8.5,0.0074,0.0,0.0,100.0,6.44,157.4,18.92,UAV
UE_011,1.5397,28.053,25.359,-55.407,2.24e-06,117.998,1.41,1.2,-75.2,0.0051,40.31,2.43,100.0,8.43,128.5,12.77,UAV
UE_012,2.3292,24.741,22.257,-56.392,3.54e-06,103.632,1.26,1.38,-22.3,0.0078,0.0,0.0,100.0,7.4,343.4,11.18,UAV
UE_013,1.7672,25.111,21.191,-58.467,1.157e-05,98.706,1.47,0.28,60.7,0.0059,28.87,1.76,100.0,7.05,420.5,10.15,UAV
UE_014,2.3007,22.319,19.079,-59.457,1.448e-05,88.978,1.3,0.52,-73.2,0.0077,0.0,0.0,100.0,6.36,437.2,12.07,UAV
UE_015,0.4942,35.593,34.775,-52.743,2e-05,161.733,1.26,0.79,70.2,0.0016,0.0,0.0,100.0,11.55,114.6,11.42,UAV
UE_016,0.3258,48.176,44.809,-46.333,7.21e-06,208.393,1.55,0.38,-86.2,0.0011,0.0,0.0,100.0,14.89,211.1,12.45,UAV
UE_017,0.2842,50.402,47.239,-43.51,1.211e-05,219.697,1.12,0.1,-26.3,0.0009,0.0,0.0,100.0,15.69,170.2,13.39,UAV
UE_018,1.5115,27.19,26.92,-58.651,2.95e-06,125.239,1.11,0.5,114.9,0.005,0.0,0.0,100.0,8.95,98.8,14.71,UAV
UE_019,0.9748,32.2,29.548,-54.26,7.23e-06,137.443,1.17,0.1,64.1,0.0032,0.0,0.0,100.0,9.82,151.1,10.54,UAV
UE_000,0.5742,35.233,32.605,-51.155,5.61e-06,151.648,1.76,1.84,33.7,0.0019,0.0,0.0,100.0,10.83,148.4,15.96,UAV
UE_001,1.4512,31.72,26.442,-54.264,4.73e-06,123.022,1.29,0.16,-121.1,0.0048,0.0,0.0,100.0,8.79,407.7,16.99,UAV
UE_002,1.6517,25.788,23.913,-59.88,2.8e-06,111.293,1.61,2.5,-71.4,0.0055,0.0,0.0,100.0,7.95,221.2,18.17,UAV
UE_003,1.0269,34.822,31.328,-52.191,1.753e-05,145.712,1.69,2.12,-122.6,0.0034,0.0,0.0,100.0,10.41,310.9,15.33,UAV
UE_004,1.6464,25.589,20.348,-57.0,8.76e-06,94.816,1.74,0.27,-109.1,0.0055,0.0,0.0,100.0,6.77,251.4,14.66,UAV
UE_005,0.6696,38.644,33.425,-51.48,1.61e-06,155.459,1.41,0.96,121.9,0.0022,0.0,0.0,100.0,11.1,266.0,19.2,UAV
UE_006,1.178,27.733,26.201,-54.351,3.47e-06,121.902,1.43,0.6,102.8,0.0039,0.0,0.0,100.0,8.71,288.9,16.84,UAV
UE_007,2.0671,21.3,17.346,-58.739,2.54e-06,81.039,1.79,0.89,-37.2,0.0069,14.85,0.88,95.711,5.79,242.8,12.32,UAV
UE_008,1.3707,28.073,23.282,-54.948,5.03e-06,108.372,1.36,0.43,-110.3,0.0046,0.0,0.0,100.0,7.74,80.2,16.17,UAV
UE_009,0.7239,44.768,41.875,-48.866,4.72e-06,194.748,1.71,0.34,117.8,0.0024,0.0,0.0,100.0,13.91,434.0,17.0,UAV
UE_010,2.1018,23.822,18.702,-58.825,4.11e-06,87.246,1.04,0.13,-8.5,0.007,0.0,0.0,100.0,6.23,167.9,18.82,UAV
UE_011,1.6728,23.758,19.241,-56.731,1.416e-05,89.721,1.43,1.4,87.0,0.0056,40.31,2.64,100.0,6.41,114.1,14.75,UAV
UE_012,2.2486,23.9,20.92,-57.31,1.78e-05,97.454,1.56,1.43,23.3,0.0075,0.0,0.0,100.0,6.96,330.3,11.71,UAV
UE_013,1.8777,23.89,20.423,-60.318,7.37e-06,95.162,1.75,0.33,67.4,0.0063,28.87,1.87,100.0,6.8,427.4,11.27,UAV
UE_014,2.1245,25.659,21.923,-55.857,1.15e-06,102.087,1.6,0.41,109.1,0.0071,0.0,0.0,100.0,7.29,435.7,17.97,UAV
UE_015,0.4794,37.096,34.571,-50.202,1.034e-05,160.787,1.36,1.09,110.2,0.0016,0.0,0.0,100.0,11.48,113.3,17.92,UAV
UE_016,0.2439,53.72,48.999,-43.498,1.325e-05,227.881,1.49,0.35,-97.9,0.0008,0.0,0.0,100.0,16.28,213.7,14.13,UAV
UE_017,0.3778,43.453,40.923,-47.895,6.89e-06,190.322,1.31,0.4,38.7,0.0013,0.0,0.0,100.0,13.59,104.9,19.74,UAV
UE_018,1.3644,27.12,23.72,-58.593,1.31e-06,110.402,1.71,0.22,-141.7,0.0045,0.0,0.0,100.0,7.89,95.0,18.14,UAV
UE_019,1.0732,29.921,26.867,-55.65,6.06e-06,124.99,1.5,0.1,87.3,0.0036,0.0,0.0,100.0,8.93,227.7,14.35,UAV
UE_000,0.6205,36.849,35.517,-51.604,1.464e-05,165.182,1.07,0.18,26.1,0.0021,0.0,0.0,100.0,11.8,149.0,12.36,UAV
UE_001,1.5896,32.231,30.288,-53.514,3.33e-06,140.879,1.45,0.1,137.6,0.0053,0.0,0.0,100.0,10.06,420.8,19.31,UAV
UE_002,1.8083,26.37,22.54,-57.661,7.08e-06,104.939,1.51,0.47,-62.5,0.006,0.0,0.0,100.0,7.5,212.4,15.92,UAV
UE_003,1.0133,34.545,31.868,-53.402,1.534e-05,148.22,1.87,0.32,135.1,0.0034,0.0,0.0,100.0,10.59,290.7,18.22,UAV
UE_004,1.5566,28.569,25.824,-55.844,6.09e-06,120.15,1.74,0.14,79.6,0.0052,0.0,0.0,100.0,8.58,256.4,10.7,UAV
UE_005,0.5155,39.716,36.033,-51.386,1.059e-05,167.585,1.45,0.18,112.5,0.0017,0.0,0.0,100.0,11.97,250.0,17.71,UAV
UE_006,1.3412,27.808,25.759,-55.86,3.788e-05,119.853,1.74,0.31,-101.4,0.0045,0.0,0.0,100.0,8.56,319.5,16.6,UAV
UE_007,1.8887,24.115,20.161,-56.845,7.69e-06,93.954,1.59,0.61,57.0,0.0063,14.85,0.8,100.0,6.71,253.5,18.87,UAV
UE_008,1.4453,25.752,22.146,-57.926,6.05e-06,103.119,1.14,0.23,68.3,0.0048,0.0,0.0,100.0,7.37,74.0,10.0,UAV
UE_009,0.603,43.478,39.939,-47.614,1.91e-06,185.747,1.52,0.17,106.1,0.002,0.0,0.0,100.0,13.27,426.3,15.31,UAV
UE_010,2.1797,25.806,23.298,-58.703,4.95e-06,108.445,1.3,0.24,5.4,0.0073,0.0,0.0,100.0,7.75,161.2,11.96,UAV
UE_011,1.5312,25.87,20.901,-57.298,1.576e-05,97.368,1.28,0.96,-92.6,0.0051,40.31,2.42,100.0,6.95,129.4,15.7,UAV
UE_012,2.384,21.729,19.367,-57.7,1.928e-05,90.302,1.9,2.37,-38.7,0.0079,0.0,0.0,100.0,6.45,352.1,19.43,UAV
UE_013,2.0098,22.87,19.101,-58.465,2.168e-05,89.081,1.02,0.1,80.3,0.0067,28.87,2.01,100.0,6.36,435.7,13.44,UAV
UE_014,2.3193,25.032,20.479,-59.357,2.144e-05,95.423,1.13,0.27,-120.6,0.0077,0.0,0.0,100.0,6.82,437.4,19.86,UAV
UE_015,0.5093,35.469,31.958,-54.318,1.281e-05,148.641,1.5,1.5,79.6,0.0017,0.0,0.0,100.0,10.62,112.3,12.94,UAV
UE_016,0.2252,56.151,51.015,-41.165,9.4e-06,237.258,1.74,0.61,-72.9,0.0008,0.0,0.0,100.0,16.95,215.6,10.53,UAV
UE_017,0.3028,46.154,42.783,-46.224,1.024e-05,198.97,1.78,1.29,-26.7,0.001,0.0,0.0,100.0,14.21,149.9,13.59,UAV
UE_018,1.4637,26.067,23.583,-56.97,1.41e-06,109.766,1.36,0.35,96.5,0.0049,0.0,0.0,100.0,7.84,97.6,12.35,UAV
UE_019,0.9824,29.079,26.313,-55.882,7.26e-06,122.42,1.35,0.21,-80.1,0.0033,0.0,0.0,100.0,8.74,157.3,13.18,UAV
UE_000,0.7052,33.633,28.032,-53.885,9.76e-06,130.402,1.43,0.15,32.7,0.0024,0.0,0.0,100.0,9.31,149.7,15.45,UAV
UE_001,1.503,32.789,30.548,-51.808,4.16e-06,142.089,1.84,1.07,-84.7,0.005,0.0,0.0,100.0,10.15,412.7,11.88,UAV
UE_002,1.9898,24.195,20.738,-58.136,2.96e-06,96.617,1.91,0.12,-72.2,0.0066,0.0,0.0,100.0,6.9,202.2,18.4,UAV
UE_003,1.0294,34.366,34.019,-52.113,9.09e-06,158.219,1.07,0.74,123.9,0.0034,0.0,0.0,100.0,11.3,272.3,16.7,UAV
UE_004,1.6418,28.162,23.753,-55.474,9.51e-06,110.554,1.45,0.25,-75.6,0.0055,0.0,0.0,100.0,7.9,251.7,10.16,UAV
UE_005,0.4046,48.303,44.955,-46.044,6.46e-06,209.071,1.08,0.1,91.2,0.0013,0.0,0.0,100.0,14.93,237.1,14.37,UAV
UE_006,1.1797,31.849,29.801,-54.802,9.78e-06,138.619,1.42,0.22,100.3,0.0039,0.0,0.0,100.0,9.9,289.2,16.42,UAV
UE_007,2.0577,24.908,22.042,-56.969,1.329e-05,102.636,1.4,1.14,-54.0,0.0069,14.85,0.88,100.0,7.33,243.4,17.89,UAV
UE_008,1.537,26.116,23.295,-57.241,1.336e-05,108.431,1.51,1.26,80.5,0.0051,0.0,0.0,100.0,7.75,66.8,11.8,UAV
UE_009,0.5049,48.159,44.097,-47.467,1.424e-05,205.083,1.17,0.4,100.5,0.0017,0.0,0.0,100.0,14.65,419.0,14.5,UAV
UE_010,2.027,25.343,22.509,-55.786,3.43e-06,104.797,1.78,0.1,111.7,0.0068,0.0,0.0,100.0,7.49,166.9,16.05,UAV
UE_011,1.6425,24.031,18.55,-58.329,1.12e-06,86.549,1.38,0.25,72.9,0.0055,40.31,2.6,99.924,6.18,117.4,12.37,UAV
UE_012,2.2756,27.845,26.364,-55.868,7.15e-06,122.66,1.9,0.43,30.8,0.0076,0.0,0.0,100.0,8.76,334.7,15.46,UAV
UE_013,2.1642,21.528,18.246,-58.594,1.984e-05,85.157,1.12,1.25,93.7,0.0072,28.87,2.17,98.861,6.08,445.4,15.68,UAV
UE_014,2.1739,25.271,22.663,-57.343,4.17e-06,105.507,1.14,0.1,89.9,0.0072,0.0,0.0,100.0,7.54,436.1,14.82,UAV
UE_015,0.5927,34.665,33.369,-51.87,1.733e-05,155.2,1.89,0.49,106.4,0.002,0.0,0.0,100.0,11.09,111.0,17.31,UAV
UE_016,0.2936,47.455,43.157,-44.958,8.13e-06,200.71,1.07,0.91,-123.2,0.001,0.0,0.0,100.0,14.34,218.9,17.79,UAV
UE_017,0.4155,38.506,33.085,-50.868,1.559e-05,153.877,1.43,0.62,37.1,0.0014,0.0,0.0,100.0,10.99,87.4,18.9,UAV
UE_018,1.6094,27.828,26.995,-55.195,3.04e-06,125.584,1.08,0.14,136.0,0.0054,0.0,0.0,100.0,8.97,101.2,17.42,UAV
UE_019,1.0962,31.354,27.443,-53.98,3.97e-06,127.665,1.29,3.0,99.3,0.0037,0.0,0.0,100.0,9.12,244.5,16.34,UAV
UE_000,0.6447,36.294,33.275,-52.081,1.04e-05,154.762,1.7,1.51,-22.3,0.0021,0.0,0.0,100.0,11.05,149.2,10.53,UAV
UE_001,1.3743,33.972,29.216,-50.796,1.57e-06,135.9,1.43,2.89,-101.3,0.0046,0.0,0.0,100.0,9.71,433.0,14.69,UAV
UE_002,2.1611,24.387,19.749,-57.865,1.228e-05,92.058,1.88,0.1,-68.1,0.0072,0.0,0.0,100.0,6.58,192.5,17.34,UAV
UE_003,1.0759,27.421,26.11,-56.096,2.92e-06,121.478,1.04,0.59,133.4,0.0036,0.0,0.0,100.0,8.68,252.4,17.98,UAV
UE_004,1.4823,25.492,22.172,-57.11,1.934e-05,103.236,1.66,0.24,143.2,0.0049,0.0,0.0,100.0,7.37,260.5,19.23,UAV
UE_005,0.3154,49.62,44.297,-43.769,9.22e-06,206.012,1.43,0.65,99.3,0.0011,0.0,0.0,100.0,14.72,223.1,15.64,UAV
UE_006,1.2946,31.137,27.215,-53.854,2.78e-06,126.605,1.9,0.1,-71.4,0.0043,0.0,0.0,100.0,9.04,310.8,11.69,UAV
UE_007,1.8868,25.687,23.007,-57.679,6.03e-06,107.099,1.27,0.28,54.6,0.0063,14.85,0.8,100.0,7.65,253.6,18.09,UAV
UE_008,1.4527,27.004,23.239,-55.899,9.53e-06,108.171,1.78,1.05,-73.9,0.0048,0.0,0.0,100.0,7.73,73.4,10.83,UAV
UE_009,0.4404,48.483,45.945,-44.823,6.08e-06,213.677,1.26,0.1,88.5,0.0015,0.0,0.0,100.0,15.26,412.5,12.78,UAV
UE_010,1.8519,25.481,22.26,-57.069,1.25e-05,103.642,1.11,1.99,129.3,0.0062,0.0,0.0,100.0,7.4,173.5,18.58,UAV
UE_011,1.5368,26.391,22.049,-57.805,2.294e-05,102.669,1.15,2.23,-69.2,0.0051,40.31,2.43,100.0,7.33,128.8,11.75,UAV
UE_012,2.3768,22.987,20.625,-58.569,5.48e-06,96.096,1.25,0.26,-28.8,0.0079,0.0,0.0,100.0,6.86,351.0,14.47,UAV
UE_013,1.9967,23.34,21.326,-57.684,2.411e-05,99.329,1.73,0.1,-101.6,0.0067,28.87,1.99,100.0,7.09,434.9,17.01,UAV
UE_014,2.3567,22.499,18.172,-56.748,4.08e-06,84.819,1.09,1.66,-113.0,0.0079,0.0,0.0,98.603,6.06,437.7,18.62,UAV
UE_015,0.6671,32.541,31.509,-54.541,1.283e-05,146.552,1.14,0.25,70.4,0.0022,0.0,0.0,100.0,10.47,110.2,11.45,UAV
UE_016,0.4063,42.47,40.014,-46.711,2.48e-06,186.096,1.7,0.39,-103.6,0.0014,0.0,0.0,100.0,13.29,221.7,14.96,UAV
UE_017,0.334,43.416,38.904,-47.018,8.93e-06,180.934,1.58,1.13,-24.3,0.0011,0.0,0.0,100.0,12.92,128.3,12.38,UAV
UE_018,1.5075,25.623,24.348,-55.662,2.003e-05,113.308,1.32,0.53,-94.6,0.005,0.0,0.0,100.0,8.09,98.7,12.11,UAV
UE_019,0.9819,30.344,30.33,-53.119,6.19e-06,141.076,1.11,0.1,-99.9,0.0033,0.0,0.0,100.0,10.08,156.9,16.42,UAV
UE_000,0.6604,33.652,32.051,-54.494,3.39e-06,149.071,1.28,0.53,-21.0,0.0022,0.0,0.0,100.0,10.65,138.9,11.68,UAV
UE_001,1.2267,31.023,29.324,-56.101,9.86e-06,136.399,1.49,1.92,-120.4,0.0041,0.0,0.0,100.0,9.74,457.1,17.46,UAV
UE_002,2.2978,23.945,21.005,-59.222,1.113e-05,97.846,1.44,0.1,-54.2,0.0077,0.0,0.0,100.0,6.99,184.9,13.8,UAV
UE_003,1.1196,29.628,28.949,-55.518,2.11e-05,134.661,1.02,1.37,84.9,0.0037,0.0,0.0,100.0,9.62,239.7,11.45,UAV
UE_004,1.6421,24.602,21.117,-59.187,1.225e-05,98.364,1.62,0.16,-143.5,0.0055,0.0,0.0,100.0,7.03,251.6,19.27,UAV
UE_005,0.297,48.68,47.087,-44.405,7.87e-06,218.986,1.04,1.14,124.6,0.001,0.0,0.0,100.0,15.64,205.4,19.62,UAV
UE_006,1.4837,27.997,26.562,-56.214,6.42e-06,123.575,1.87,0.56,-117.1,0.0049,0.0,0.0,100.0,8.83,346.2,19.18,UAV
UE_007,2.022,23.392,20.152,-59.053,6.56e-06,93.914,1.79,0.1,-43.2,0.0067,14.85,0.86,100.0,6.71,245.5,14.32,UAV
UE_008,1.5571,26.041,22.509,-55.669,1.271e-05,104.793,1.1,0.1,91.1,0.0052,0.0,0.0,100.0,7.49,65.2,13.35,UAV
UE_009,0.4045,49.231,47.974,-44.624,4e-06,223.113,1.7,0.28,114.6,0.0013,0.0,0.0,100.0,15.94,404.2,16.54,UAV
UE_010,1.689,25.009,22.151,-57.182,1.585e-05,103.139,1.54,1.16,121.8,0.0056,0.0,0.0,100.0,7.37,179.7,17.49,UAV
UE_011,1.6443,22.0,18.595,-58.09,1.9e-06,86.756,1.63,0.42,70.4,0.0055,40.31,2.6,100.0,6.2,117.2,11.95,UAV
UE_012,2.2939,20.382,20.8,-58.314,3.85e-06,96.903,1.62,0.6,23.5,0.0076,0.0,0.0,100.0,6.92,337.7,11.8,UAV
UE_013,2.1771,22.474,18.62,-58.675,5.92e-06,86.871,1.1,0.21,109.4,0.0073,0.0,0.0,100.0,6.21,446.2,18.32,UAV
UE_014,2.2483,24.501,19.56,-56.628,9.06e-06,91.19,1.21,0.56,67.0,0.0075,0.0,0.0,100.0,6.51,436.7,11.04,UAV
UE_015,0.7624,34.04,33.194,-53.84,7.54e-06,154.386,1.03,0.47,78.9,0.0025,0.0,0.0,100.0,11.03,109.3,12.83,UAV
UE_016,0.5009,42.955,42.054,-48.564,2.259e-05,195.582,1.59,0.1,-75.6,0.0017,0.0,0.0,100.0,13.97,223.7,10.92,UAV
UE_017,0.2781,52.293,49.075,-42.362,5.83e-06,228.234,1.58,0.21,-36.0,0.0009,0.0,0.0,100.0,16.3,189.0,18.35,UAV
UE_018,1.369,27.354,24.894,-55.293,4.8e-06,115.839,1.78,1.41,-133.4,0.0046,0.0,0.0,100.0,8.27,95.2,17.08,UAV
UE_019,1.0591,32.43,27.67,-54.729,9.06e-06,128.718,1.82,0.15,68.7,0.0035,0.0,0.0,100.0,9.19,217.2,11.3,UAV
UE_000,0.7116,33.996,32.317,-53.99,8.23e-06,150.306,1.81,0.24,-28.1,0.0024,0.0,0.0,100.0,10.74,125.0,15.66,UAV
UE_001,1.0909,31.146,28.278,-54.95,8.33e-06,131.544,1.43,0.1,-116.9,0.0036,0.0,0.0,100.0,9.4,480.6,16.96,UAV
UE_002,2.1061,24.342,22.231,-57.591,9.41e-06,103.512,1.84,0.1,76.0,0.007,0.0,0.0,100.0,7.39,195.6,19.36,UAV
UE_003,1.1796,30.175,27.88,-55.275,2.85e-06,129.696,1.82,1.38,94.7,0.0039,0.0,0.0,100.0,9.26,225.6,12.76,UAV
UE_004,1.4951,29.242,26.217,-53.74,1.008e-05,121.977,1.16,3.0,131.8,0.005,0.0,0.0,100.0,8.71,259.8,17.7,UAV
UE_005,0.3385,49.245,43.927,-45.936,1.48e-06,204.291,1.35,0.1,68.2,0.0011,0.0,0.0,100.0,14.59,195.8,10.74,UAV
UE_006,1.3522,28.791,25.956,-53.952,2.178e-05,120.763,1.87,0.1,81.4,0.0045,0.0,0.0,100.0,8.63,321.6,13.33,UAV
UE_007,2.1422,24.592,21.534,-56.06,1.448e-05,100.289,1.46,1.21,-38.2,0.0071,14.85,0.91,100.0,7.16,238.3,12.65,UAV
UE_008,1.4079,28.102,25.6,-56.262,1.131e-05,119.115,1.17,1.76,-131.6,0.0047,0.0,0.0,100.0,8.51,77.1,19.29,UAV
UE_009,0.428,47.09,44.143,-47.896,5.41e-06,205.296,1.69,0.21,103.4,0.0014,0.0,0.0,100.0,14.66,396.6,14.92,UAV
UE_010,1.5772,30.145,28.123,-57.313,6.65e-06,130.821,1.83,1.98,84.8,0.0053,0.0,0.0,100.0,9.34,184.0,12.18,UAV
UE_011,1.4905,24.772,19.764,-57.64,2.262e-05,92.129,1.08,0.49,-101.1,0.005,40.31,2.35,100.0,6.58,133.8,17.15,UAV
UE_012,2.1496,22.561,20.621,-60.345,1.83e-06,96.075,1.42,0.16,124.8,0.0072,0.0,0.0,100.0,6.86,331.8,15.71,UAV
UE_013,1.9904,27.831,23.728,-55.17,1.26e-05,110.435,1.59,0.51,-113.3,0.0066,0.0,0.0,100.0,7.89,434.5,18.97,UAV
UE_014,2.0589,22.319,16.915,-58.924,2.354e-05,79.074,1.25,1.51,117.3,0.0069,0.0,0.0,94.203,5.65,435.1,19.33,UAV
UE_015,0.9014,31.731,29.801,-53.792,1.056e-05,138.615,1.52,0.29,104.5,0.003,0.0,0.0,100.0,9.9,108.0,17.0,UAV
